timestamp,vehicle_type,planned_output,actual_output,priority,shift_factor,hour_factor,production_execution_error,machine_load,material_supply_status,changeover_progress,order_pressure,line_congestion
2026-01-10 21:00:00,A车型,20,19,3,1.0,1.0,-1.2846,0.8382,0.9505,0.4,0.9593,0.0949
2026-01-10 22:00:00,C车型,10,7,3,1.0,1.0,-2.7241,0.8392,0.9461,1.0,0.9867,0.1205
2026-01-10 23:00:00,B车型,15,12,2,1.0,1.0,-3.2087,0.8522,0.9526,1.0,1.0129,0.1619
2026-01-11 00:00:00,C车型,10,7,2,0.97,1.0,-3.0686,0.8413,0.9659,1.0,1.0147,0.157
2026-01-11 01:00:00,C车型,10,8,3,0.97,0.98,-1.7875,0.8402,0.9676,0.4,1.0399,0.1571
2026-01-11 02:00:00,C车型,10,9,3,0.97,0.98,-0.8684,0.8381,0.9591,0.0,1.0772,0.1525
2026-01-11 03:00:00,C车型,10,9,3,0.97,0.98,-0.2852,0.8477,0.9657,0.0,1.0751,0.1647
2026-01-11 04:00:00,C车型,10,10,2,0.97,0.98,0.2468,0.8553,0.9609,0.0,1.0648,0.1381
2026-01-11 05:00:00,C车型,10,9,2,0.97,0.98,-0.4114,0.8454,0.9466,0.0,1.0769,0.1777
2026-01-11 06:00:00,C车型,10,9,1,0.97,1.0,-0.5373,0.8386,0.953,0.0,1.0775,0.1716
2026-01-11 07:00:00,C车型,10,9,1,0.97,1.0,-0.3601,0.8473,0.9577,0.0,1.0765,0.1845
2026-01-11 08:00:00,C车型,10,10,2,1.02,1.0,0.2409,0.8783,0.9769,0.0,1.078,0.1674
2026-01-11 09:00:00,C车型,10,11,3,1.02,1.015,0.7065,0.9029,0.9841,0.0,1.079,0.1343
2026-01-11 10:00:00,C车型,10,11,3,1.02,1.015,0.654,0.8886,0.9854,0.0,1.0809,0.1124
2026-01-11 11:00:00,C车型,10,11,3,1.02,1.015,0.9945,0.8769,0.9867,0.0,1.0873,0.1156
2026-01-11 12:00:00,C车型,10,11,1,1.02,1.0,0.3227,0.8637,0.9853,0.3,1.0681,0.101
2026-01-11 13:00:00,A车型,20,19,2,1.02,1.0,-0.9892,0.8693,0.9763,1.0,1.062,0.1416
2026-01-11 14:00:00,B车型,15,14,2,1.02,1.02,-2.0254,0.8683,0.9683,1.0,1.0523,0.1327
2026-01-11 15:00:00,A车型,20,19,3,1.02,1.02,-1.8378,0.8702,0.9671,1.0,1.0417,0.1098
2026-01-11 16:00:00,A车型,20,19,1,1.0,1.02,-1.3258,0.9098,0.9681,0.4,1.0314,0.1289
2026-01-11 17:00:00,A车型,20,20,1,1.0,1.0,-0.1314,0.9231,0.9797,0.0,1.0163,0.0953
2026-01-11 18:00:00,A车型,20,20,3,1.0,1.0,0.0536,0.9289,0.9845,0.3,1.0156,0.0972
2026-01-11 19:00:00,B车型,15,14,3,1.0,1.0,-1.2678,0.9354,0.9659,1.0,1.0157,0.1038
2026-01-11 20:00:00,B车型,15,14,3,1.0,1.0,-1.0674,0.8989,0.9788,0.4,1.0191,0.1152
2026-01-11 21:00:00,B车型,15,14,1,1.0,1.0,-1.3592,0.865,0.961,0.3,1.0481,0.1087
2026-01-11 22:00:00,C车型,10,8,3,1.0,1.0,-2.0116,0.8763,0.9673,1.0,1.0345,0.0732
2026-01-11 23:00:00,C车型,10,9,3,1.0,1.0,-1.0588,0.8804,0.9572,0.4,1.0327,0.0651
2026-01-12 00:00:00,B车型,15,13,3,0.97,1.0,-1.3253,0.8376,0.9617,1.0,1.0298,0.0726
2026-01-12 01:00:00,B车型,15,13,3,0.97,0.98,-0.946,0.8371,0.9732,0.4,1.0316,0.2312
2026-01-12 02:00:00,B车型,15,13,2,0.97,0.98,-0.997,0.8672,0.9743,0.3,1.0161,0.3594
2026-01-12 03:00:00,C车型,10,7,2,0.97,0.98,-2.2796,0.8398,0.9551,1.0,1.0229,0.4049
2026-01-12 04:00:00,C车型,10,7,2,0.97,0.98,-2.4656,0.8285,0.9467,0.4,1.0276,0.3207
2026-01-12 05:00:00,B车型,15,12,3,0.97,0.98,-2.5925,0.8458,0.9509,1.0,1.0358,0.2522
2026-01-12 06:00:00,B车型,15,13,2,0.97,1.0,-1.5805,0.8676,0.9471,0.4,1.0482,0.1935
2026-01-12 07:00:00,B车型,15,13,1,0.97,1.0,-1.1511,0.8556,0.9612,0.0,1.0382,0.1775
2026-01-12 08:00:00,B车型,15,15,3,1.02,1.0,-0.3312,0.8394,0.9549,0.0,1.0351,0.1589
2026-01-12 09:00:00,B车型,15,15,1,1.02,1.015,-0.4717,0.8498,0.9522,0.0,1.0301,0.1785
2026-01-12 10:00:00,B车型,15,15,2,1.02,1.015,-0.397,0.8293,0.9532,0.0,1.0186,0.1526
2026-01-12 11:00:00,B车型,15,16,1,1.02,1.015,0.0489,0.8201,0.9809,0.0,1.0027,0.1721
2026-01-12 12:00:00,B车型,15,16,3,1.02,1.0,0.4704,0.825,0.9851,0.0,1.0171,0.1711
2026-01-12 13:00:00,B车型,15,15,2,1.02,1.0,0.0499,0.7882,0.9644,0.3,1.015,0.154
2026-01-12 14:00:00,C车型,10,10,2,1.02,1.02,-0.675,0.8184,0.9552,1.0,1.0106,0.1184
2026-01-12 15:00:00,C车型,10,10,1,1.02,1.02,-0.3888,0.8076,0.9524,0.4,0.9991,0.1304
2026-01-12 16:00:00,B车型,15,14,1,1.0,1.02,-0.9504,0.8347,0.9588,1.0,0.994,0.1407
2026-01-12 17:00:00,B车型,15,14,1,1.0,1.0,-1.0856,0.8252,0.9653,0.4,0.9872,0.1163
2026-01-12 18:00:00,C车型,10,8,3,1.0,1.0,-1.7708,0.8164,0.9583,1.0,1.0005,0.1022
2026-01-12 19:00:00,C车型,10,9,2,1.0,1.0,-1.0645,0.8326,0.9638,0.4,1.0157,0.0948
2026-01-12 20:00:00,B车型,15,13,2,1.0,1.0,-2.1945,0.8407,0.9542,1.0,0.9988,0.0699
2026-01-12 21:00:00,B车型,15,13,2,1.0,1.0,-2.0786,0.8324,0.9542,0.4,0.9886,0.1458
2026-01-12 22:00:00,B车型,15,14,3,1.0,1.0,-1.3777,0.809,0.9541,0.0,0.9768,0.1655
2026-01-12 23:00:00,B车型,15,13,2,1.0,1.0,-1.791,0.8046,0.9568,0.3,0.9735,0.1521
2026-01-13 00:00:00,C车型,10,7,3,0.97,1.0,-2.611,0.8261,0.9478,1.0,0.9719,0.14
2026-01-13 01:00:00,B车型,15,11,2,0.97,0.98,-2.9651,0.8338,0.9566,1.0,0.9732,0.1013
2026-01-13 02:00:00,B车型,15,12,1,0.97,0.98,-1.8051,0.8512,0.9909,0.4,0.9626,0.1358
2026-01-13 03:00:00,B车型,15,14,1,0.97,0.98,-0.752,0.884,0.9771,0.0,0.9551,0.0922
2026-01-13 04:00:00,B车型,15,14,3,0.97,0.98,-0.2127,0.8541,0.9821,0.0,0.9449,0.1098
2026-01-13 05:00:00,B车型,15,14,1,0.97,0.98,-0.2927,0.8602,0.9717,0.3,0.9494,0.1669
2026-01-13 06:00:00,A车型,20,18,3,0.97,1.0,-1.2201,0.8569,0.982,1.0,0.9535,0.1442
2026-01-13 07:00:00,A车型,20,19,2,0.97,1.0,-0.6214,0.8661,0.9746,0.4,0.9546,0.0933
2026-01-13 08:00:00,B车型,15,14,3,1.02,1.0,-1.2032,0.8373,0.9786,1.0,0.9605,0.139
2026-01-13 09:00:00,B车型,15,15,1,1.02,1.015,-0.9756,0.838,0.9796,0.4,0.9512,0.1062
2026-01-13 10:00:00,B车型,15,15,1,1.02,1.015,-0.7591,0.8174,0.9782,0.3,0.9634,0.1742
2026-01-13 11:00:00,A车型,20,19,2,1.02,1.015,-1.8597,0.8079,0.9738,1.0,0.9594,0.1843
2026-01-13 12:00:00,A车型,20,20,1,1.02,1.0,-0.7833,0.7999,0.9648,0.4,0.9619,0.1677
2026-01-13 13:00:00,A车型,20,20,1,1.02,1.0,-0.0906,0.7914,0.9708,0.3,0.9528,0.1538
2026-01-13 14:00:00,B车型,15,15,3,1.02,1.02,-0.9175,0.8013,0.9656,1.0,0.9588,0.2135
2026-01-13 15:00:00,A车型,20,19,2,1.02,1.02,-2.052,0.8025,0.9605,1.0,0.9641,0.1783
2026-01-13 16:00:00,A车型,20,18,3,1.0,1.02,-2.4673,0.7974,0.9613,0.4,0.9692,0.2334
2026-01-13 17:00:00,A车型,20,18,3,1.0,1.0,-2.3193,0.7976,0.9708,0.0,0.9541,0.4044
2026-01-13 18:00:00,A车型,20,18,3,1.0,1.0,-2.4092,0.7847,0.9684,0.3,0.9641,0.5113
2026-01-13 19:00:00,C车型,10,7,2,1.0,1.0,-3.3706,0.7844,0.9678,1.0,0.9685,0.5657
2026-01-13 20:00:00,B车型,15,11,1,1.0,1.0,-3.9433,0.7849,0.9825,1.0,0.9598,0.6527
2026-01-13 21:00:00,B车型,15,11,3,1.0,1.0,-3.6166,0.8051,0.975,0.4,0.9555,0.5252
2026-01-13 22:00:00,A车型,20,16,2,1.0,1.0,-4.0361,0.8364,0.977,1.0,0.9509,0.4486
2026-01-13 23:00:00,A车型,20,16,3,1.0,1.0,-3.7048,0.8597,0.9712,0.4,0.9478,0.3757
2026-01-14 00:00:00,A车型,20,17,3,0.97,1.0,-2.751,0.8695,0.9774,0.0,0.9724,0.2814
2026-01-14 01:00:00,A车型,20,17,2,0.97,0.98,-2.2122,0.878,0.9551,0.3,0.9821,0.2482
2026-01-14 02:00:00,C车型,10,7,1,0.97,0.98,-2.5903,0.8895,0.9621,1.0,0.9994,0.2188
2026-01-14 03:00:00,A车型,20,16,3,0.97,0.98,-2.8631,0.9094,0.9593,1.0,1.0127,0.1705
2026-01-14 04:00:00,A车型,20,17,2,0.97,0.98,-2.3186,0.9091,0.9588,0.4,1.0393,0.2017
2026-01-14 05:00:00,A车型,20,18,1,0.97,0.98,-1.2775,0.9307,0.9833,0.0,1.0317,0.2302
2026-01-14 06:00:00,A车型,20,18,2,0.97,1.0,-1.3072,0.918,0.9838,0.3,1.0261,0.223
2026-01-14 07:00:00,B车型,15,13,1,0.97,1.0,-1.5168,0.9101,0.9884,1.0,1.0147,0.2375
2026-01-14 08:00:00,B车型,15,14,2,1.02,1.0,-1.0517,0.886,0.9841,0.4,1.0266,0.201
2026-01-14 09:00:00,A车型,20,19,1,1.02,1.015,-1.6241,0.8522,0.9932,1.0,1.0527,0.2063
2026-01-14 10:00:00,C车型,10,8,3,1.02,1.015,-2.8274,0.8711,0.984,1.0,1.0656,0.1652
2026-01-14 11:00:00,C车型,10,8,3,1.02,1.015,-2.5439,0.8801,0.9825,0.4,1.0777,0.1435
2026-01-14 12:00:00,B车型,15,13,2,1.02,1.0,-2.615,0.8858,0.9759,1.0,1.0864,0.1699
2026-01-14 13:00:00,C车型,10,7,2,1.02,1.0,-3.0305,0.8948,0.9629,1.0,1.0982,0.1808
2026-01-14 14:00:00,C车型,10,8,2,1.02,1.02,-2.0368,0.9073,0.9653,0.4,1.1004,0.3239
2026-01-14 15:00:00,A车型,20,19,1,1.02,1.02,-2.2912,0.9112,0.9625,1.0,1.1011,0.4622
2026-01-14 16:00:00,A车型,20,18,3,1.0,1.02,-2.2841,0.9314,0.959,0.4,1.0995,0.3326
2026-01-14 17:00:00,C车型,10,7,1,1.0,1.0,-2.5534,0.9418,0.9553,1.0,1.1016,0.271
2026-01-14 18:00:00,B车型,15,12,2,1.0,1.0,-2.998,0.899,0.9742,1.0,1.0725,0.2795
2026-01-14 19:00:00,C车型,10,7,1,1.0,1.0,-3.2503,0.8904,0.9788,1.0,1.0547,0.2123
2026-01-14 20:00:00,C车型,10,8,1,1.0,1.0,-2.379,0.9181,0.9776,0.4,1.031,0.2136
2026-01-14 21:00:00,C车型,10,8,3,1.0,1.0,-1.6244,0.9108,0.9775,0.3,1.032,0.2225
2026-01-14 22:00:00,A车型,20,17,2,1.0,1.0,-2.922,0.8978,0.9333,1.0,1.0253,0.2293
2026-01-14 23:00:00,C车型,10,7,1,1.0,1.0,-2.8758,0.9055,0.9213,1.0,1.0133,0.191
2026-01-15 00:00:00,C车型,10,7,3,0.97,1.0,-2.5279,0.8935,0.8803,0.4,1.0176,0.145
2026-01-15 01:00:00,C车型,10,7,2,0.97,0.98,-2.1315,0.881,0.9122,0.3,1.0245,0.1933
2026-01-15 02:00:00,B车型,15,12,3,0.97,0.98,-2.4215,0.8877,0.9261,1.0,1.0296,0.1275
2026-01-15 03:00:00,B车型,15,12,1,0.97,0.98,-2.4826,0.8744,0.9203,0.4,1.0329,0.1302
2026-01-15 04:00:00,B车型,15,13,1,0.97,0.98,-1.6376,0.8493,0.9368,0.0,1.0399,0.1122
2026-01-15 05:00:00,B车型,15,14,3,0.97,0.98,-0.7373,0.8528,0.9472,0.0,1.035,0.1373
2026-01-15 06:00:00,B车型,15,15,1,0.97,1.0,0.018,0.8572,0.9534,0.0,1.0298,0.1546
2026-01-15 07:00:00,B车型,15,15,3,0.97,1.0,0.2574,0.8217,0.9469,0.0,1.0321,0.1469
2026-01-15 08:00:00,B车型,15,16,2,1.02,1.0,0.4371,0.8194,0.9471,0.0,1.0276,0.1481
2026-01-15 09:00:00,B车型,15,15,2,1.02,1.015,-0.5215,0.8248,0.9405,0.0,1.0286,0.3096
2026-01-15 10:00:00,B车型,15,15,2,1.02,1.015,-0.6329,0.8149,0.9535,0.0,1.0286,0.3706
2026-01-15 11:00:00,B车型,15,14,3,1.02,1.015,-1.1676,0.8218,0.9598,0.3,1.0268,0.4312
2026-01-15 12:00:00,C车型,10,7,3,1.02,1.0,-2.958,0.841,0.9535,1.0,1.0276,0.345
2026-01-15 13:00:00,B车型,15,12,2,1.02,1.0,-3.2797,0.8213,0.9486,1.0,1.0268,0.2403
2026-01-15 14:00:00,B车型,15,12,3,1.02,1.02,-3.3447,0.8236,0.9474,0.4,1.0268,0.1934
2026-01-15 15:00:00,B车型,15,13,3,1.02,1.02,-2.3645,0.8271,0.9371,0.0,1.0216,0.1685
2026-01-15 16:00:00,B车型,15,13,3,1.0,1.02,-2.2403,0.8164,0.9175,0.0,1.0047,0.1793
2026-01-15 17:00:00,B车型,15,15,1,1.0,1.0,-0.4758,0.8053,0.9011,0.0,1.0108,0.1649
2026-01-15 18:00:00,B车型,15,14,3,1.0,1.0,-0.8932,0.8048,0.8949,0.3,1.0064,0.1964
2026-01-15 19:00:00,C车型,10,8,2,1.0,1.0,-2.0024,0.77,0.893,1.0,1.0074,0.1381
2026-01-15 20:00:00,C车型,10,8,2,1.0,1.0,-1.5819,0.7724,0.9106,0.4,1.0057,0.1279
2026-01-15 21:00:00,C车型,10,8,3,1.0,1.0,-1.7351,0.7777,0.912,0.3,1.0088,0.1422
2026-01-15 22:00:00,B车型,15,12,2,1.0,1.0,-2.7671,0.7647,0.9055,1.0,1.0127,0.2278
2026-01-15 23:00:00,A车型,20,17,2,1.0,1.0,-3.3234,0.8042,0.9023,1.0,1.0005,0.3167
2026-01-16 00:00:00,A车型,20,16,3,0.97,1.0,-3.2897,0.8331,0.9239,0.4,1.0023,0.3721
2026-01-16 01:00:00,A车型,20,16,3,0.97,0.98,-2.8454,0.8334,0.942,0.3,0.9972,0.368
2026-01-16 02:00:00,B车型,15,11,2,0.97,0.98,-2.868,0.8234,0.9518,1.0,0.9959,0.2847
2026-01-16 03:00:00,A车型,20,16,2,0.97,0.98,-3.3601,0.8191,0.9607,1.0,1.0086,0.2692
2026-01-16 04:00:00,A车型,20,16,1,0.97,0.98,-2.6301,0.811,0.9532,0.4,1.0082,0.2343
2026-01-16 05:00:00,C车型,10,7,1,0.97,0.98,-2.6509,0.8179,0.9589,1.0,1.0142,0.2678
2026-01-16 06:00:00,C车型,10,7,2,0.97,1.0,-2.3191,0.8277,0.9624,0.4,1.0048,0.2318
2026-01-16 07:00:00,C车型,10,9,1,0.97,1.0,-0.922,0.7833,0.9633,0.0,1.0136,0.2006
2026-01-16 08:00:00,C车型,10,10,2,1.02,1.0,-0.567,0.7903,0.9538,0.0,1.029,0.1633
2026-01-16 09:00:00,C车型,10,10,3,1.02,1.015,-0.3649,0.8306,0.962,0.0,1.0319,0.1479
2026-01-16 10:00:00,C车型,10,10,2,1.02,1.015,-0.0925,0.8546,0.9552,0.0,1.0186,0.1735
2026-01-16 11:00:00,C车型,10,10,2,1.02,1.015,-0.4205,0.8793,0.9672,0.0,1.0227,0.1375
2026-01-16 12:00:00,C车型,10,9,2,1.02,1.0,-0.9382,0.8681,0.9697,0.3,1.0199,0.1306
2026-01-16 13:00:00,B车型,15,13,1,1.02,1.0,-1.8009,0.8403,0.9691,1.0,1.0182,0.1398
2026-01-16 14:00:00,B车型,15,15,2,1.02,1.02,-0.7883,0.8265,0.967,0.4,1.0317,0.105
2026-01-16 15:00:00,B车型,15,15,1,1.02,1.02,-0.4661,0.8054,0.9741,0.0,1.028,0.1278
2026-01-16 16:00:00,B车型,15,15,3,1.0,1.02,-0.595,0.8023,0.9759,0.3,1.0277,0.1324
2026-01-16 17:00:00,A车型,20,19,2,1.0,1.0,-1.4772,0.7907,0.9789,1.0,1.0197,0.1517
2026-01-16 18:00:00,A车型,20,18,1,1.0,1.0,-1.6442,0.7827,0.9742,0.4,1.0239,0.1124
2026-01-16 19:00:00,C车型,10,8,1,1.0,1.0,-1.9258,0.7696,0.9675,1.0,1.0281,0.1181
2026-01-16 20:00:00,C车型,10,8,3,1.0,1.0,-1.933,0.7902,0.9736,0.4,1.013,0.1234
2026-01-16 21:00:00,C车型,10,9,2,1.0,1.0,-1.3211,0.7808,0.9642,0.0,1.0084,0.1642
2026-01-16 22:00:00,C车型,10,9,1,1.0,1.0,-0.9424,0.7466,0.968,0.0,1.011,0.2248
2026-01-16 23:00:00,C车型,10,9,2,1.0,1.0,-0.8104,0.7399,0.9659,0.0,1.0131,0.1663
2026-01-17 00:00:00,C车型,10,9,1,0.97,1.0,-1.0416,0.7613,0.9666,0.0,0.9893,0.1429
2026-01-17 01:00:00,C车型,10,9,1,0.97,0.98,-0.8034,0.7641,0.9509,0.0,0.9934,0.2652
2026-01-17 02:00:00,C车型,10,9,3,0.97,0.98,-0.5343,0.7424,0.9581,0.0,1.0004,0.3249
2026-01-17 03:00:00,C车型,10,8,3,0.97,0.98,-1.2155,0.7494,0.9602,0.0,1.0128,0.392
2026-01-17 04:00:00,C车型,10,8,2,0.97,0.98,-1.4545,0.7657,0.9465,0.0,1.003,0.4978
2026-01-17 05:00:00,C车型,10,7,1,0.97,0.98,-2.0197,0.761,0.9281,0.3,1.0067,0.4176
2026-01-17 06:00:00,B车型,15,12,3,0.97,1.0,-2.6801,0.7882,0.9463,1.0,1.021,0.3106
2026-01-17 07:00:00,B车型,15,12,3,0.97,1.0,-2.174,0.7938,0.947,0.4,1.0149,0.2944
2026-01-17 08:00:00,C车型,10,8,2,1.02,1.0,-2.5534,0.7915,0.9686,1.0,1.0129,0.2329
2026-01-17 09:00:00,C车型,10,8,2,1.02,1.015,-2.173,0.787,0.9713,0.4,1.0287,0.1735
2026-01-17 10:00:00,C车型,10,10,3,1.02,1.015,-0.5421,0.7459,0.9667,0.0,1.0573,0.1923
2026-01-17 11:00:00,C车型,10,10,2,1.02,1.015,-0.0979,0.7325,0.9709,0.3,1.0699,0.1367
2026-01-17 12:00:00,A车型,20,19,3,1.02,1.0,-1.1873,0.7465,0.9633,1.0,1.0846,0.1399
2026-01-17 13:00:00,A车型,20,19,2,1.02,1.0,-1.3641,0.7684,0.9283,0.4,1.0869,0.122
2026-01-17 14:00:00,A车型,20,20,2,1.02,1.02,-0.3237,0.783,0.921,0.0,1.0894,0.0899
2026-01-17 15:00:00,A车型,20,20,1,1.02,1.02,-0.5654,0.7802,0.9233,0.0,1.1135,0.1294
2026-01-17 16:00:00,A车型,20,20,3,1.0,1.02,-0.831,0.7995,0.932,0.3,1.1213,0.097
2026-01-17 17:00:00,B车型,15,14,2,1.0,1.0,-1.1764,0.7904,0.9472,1.0,1.1221,0.0718
2026-01-17 18:00:00,B车型,15,14,2,1.0,1.0,-0.6099,0.8083,0.9691,0.4,1.1193,0.1042
2026-01-17 19:00:00,B车型,15,15,2,1.0,1.0,-0.4479,0.8317,0.9717,0.0,1.1165,0.1064
2026-01-17 20:00:00,B车型,15,15,1,1.0,1.0,0.3739,0.8424,0.9722,0.0,1.1236,0.1368
2026-01-17 21:00:00,B车型,15,15,1,1.0,1.0,0.0458,0.8592,0.9716,0.0,1.114,0.1536
2026-01-17 22:00:00,B车型,15,15,1,1.0,1.0,-0.0399,0.8737,0.9758,0.3,1.1085,0.1265
2026-01-17 23:00:00,A车型,20,19,1,1.0,1.0,-0.7884,0.868,0.9672,1.0,1.0903,0.0924
2026-01-18 00:00:00,A车型,20,19,1,0.97,1.0,-0.828,0.8969,0.9541,0.4,1.0786,0.0906
2026-01-18 01:00:00,C车型,10,8,3,0.97,0.98,-1.6233,0.8875,0.9513,1.0,1.0633,0.1201
2026-01-18 02:00:00,C车型,10,8,1,0.97,0.98,-1.3377,0.866,0.9638,0.4,1.0501,0.1512
2026-01-18 03:00:00,C车型,10,9,3,0.97,0.98,-0.9871,0.8544,0.958,0.3,1.0473,0.1523
2026-01-18 04:00:00,B车型,15,12,2,0.97,0.98,-1.9361,0.8531,0.97,1.0,1.0317,0.1712
2026-01-18 05:00:00,B车型,15,13,1,0.97,0.98,-1.6265,0.8796,0.9689,0.4,1.0413,0.1582
2026-01-18 06:00:00,B车型,15,14,2,0.97,1.0,-0.6219,0.8737,0.9641,0.0,1.0341,0.1438
2026-01-18 07:00:00,B车型,15,14,1,0.97,1.0,-0.3815,0.8801,0.9633,0.0,1.0401,0.1397
2026-01-18 08:00:00,B车型,15,15,2,1.02,1.0,-0.1329,0.8965,0.984,0.3,1.0448,0.12
2026-01-18 09:00:00,C车型,10,9,2,1.02,1.015,-0.9301,0.8799,0.9884,1.0,1.0423,0.1267
2026-01-18 10:00:00,B车型,15,14,2,1.02,1.015,-1.5596,0.8674,0.9881,1.0,1.0429,0.0921
2026-01-18 11:00:00,A车型,20,19,1,1.02,1.015,-1.9563,0.8683,0.9808,1.0,1.0241,0.121
2026-01-18 12:00:00,A车型,20,19,3,1.02,1.0,-1.5222,0.8756,0.9771,0.4,1.0303,0.0782
2026-01-18 13:00:00,A车型,20,19,2,1.02,1.0,-1.2066,0.8925,0.9826,0.3,1.0201,0.1179
2026-01-18 14:00:00,B车型,15,14,3,1.02,1.02,-1.9206,0.8996,0.9817,1.0,1.0147,0.1025
2026-01-18 15:00:00,B车型,15,13,3,1.02,1.02,-2.1844,0.9036,0.9527,0.4,1.0176,0.1109
2026-01-18 16:00:00,B车型,15,14,2,1.0,1.02,-1.2134,0.9371,0.9342,0.0,1.0213,0.0997
2026-01-18 17:00:00,B车型,15,15,1,1.0,1.0,-0.2365,0.9515,0.9074,0.0,1.0051,0.0671
2026-01-18 18:00:00,B车型,15,15,3,1.0,1.0,-0.0092,0.9393,0.914,0.0,1.0005,0.0485
2026-01-18 19:00:00,B车型,15,15,1,1.0,1.0,0.4291,0.9509,0.9167,0.0,0.9902,0.0816
2026-01-18 20:00:00,B车型,15,14,3,1.0,1.0,-0.5489,0.9313,0.9125,0.3,0.9835,0.0695
2026-01-18 21:00:00,A车型,20,19,2,1.0,1.0,-1.4289,0.9227,0.9317,1.0,0.9844,0.113
2026-01-18 22:00:00,A车型,20,18,1,1.0,1.0,-1.8544,0.953,0.937,0.4,0.9869,0.144
2026-01-18 23:00:00,A车型,20,18,3,1.0,1.0,-1.6994,0.9493,0.9327,0.0,0.9883,0.2425
2026-01-19 00:00:00,A车型,20,18,2,0.97,1.0,-1.2115,0.9527,0.9384,0.0,0.9846,0.3365
2026-01-19 01:00:00,A车型,20,17,2,0.97,0.98,-1.6896,0.9266,0.9276,0.0,0.99,0.4022
2026-01-19 02:00:00,A车型,20,18,3,0.97,0.98,-1.2381,0.9199,0.9228,0.0,1.0088,0.4499
2026-01-19 03:00:00,A车型,20,18,2,0.97,0.98,-1.2563,0.9645,0.9288,0.0,1.0143,0.3421
2026-01-19 04:00:00,A车型,20,17,3,0.97,0.98,-1.5625,0.9628,0.9386,0.0,1.0206,0.2998
2026-01-19 05:00:00,A车型,20,17,3,0.97,0.98,-1.606,0.9526,0.9658,0.3,1.0287,0.2685
2026-01-19 06:00:00,B车型,15,12,3,0.97,1.0,-2.5749,0.9493,0.9578,1.0,1.0054,0.2864
2026-01-19 07:00:00,B车型,15,12,1,0.97,1.0,-2.6747,0.9491,0.9525,0.4,0.9892,0.2681
2026-01-19 08:00:00,B车型,15,14,2,1.02,1.0,-1.6272,0.9143,0.9456,0.0,0.9881,0.2104
2026-01-19 09:00:00,B车型,15,14,2,1.02,1.015,-1.2154,0.8734,0.9619,0.0,0.9876,0.1802
2026-01-19 10:00:00,B车型,15,14,1,1.02,1.015,-1.3235,0.8646,0.9627,0.0,0.9864,0.1989
2026-01-19 11:00:00,B车型,15,15,3,1.02,1.015,-0.8147,0.8135,0.959,0.3,0.9709,0.1677
2026-01-19 12:00:00,A车型,20,19,2,1.02,1.0,-1.6329,0.8186,0.9764,1.0,0.974,0.1404
2026-01-19 13:00:00,A车型,20,19,1,1.02,1.0,-1.3363,0.8029,0.9734,0.4,0.9694,0.3098
2026-01-19 14:00:00,A车型,20,20,1,1.02,1.02,-1.1451,0.8015,0.9808,0.0,0.9616,0.4132
2026-01-19 15:00:00,A车型,20,20,2,1.02,1.02,-1.1461,0.7942,0.9734,0.0,0.9718,0.4567
2026-01-19 16:00:00,A车型,20,20,2,1.0,1.02,-0.7273,0.8156,0.9756,0.0,0.9801,0.4718
2026-01-19 17:00:00,A车型,20,19,3,1.0,1.0,-1.147,0.8183,0.9867,0.3,0.9845,0.389
2026-01-19 18:00:00,B车型,15,12,3,1.0,1.0,-2.7587,0.8169,0.975,1.0,0.9847,0.3139
2026-01-19 19:00:00,A车型,20,17,2,1.0,1.0,-2.6316,0.8461,0.9403,1.0,1.0129,0.2406
2026-01-19 20:00:00,C车型,10,7,1,1.0,1.0,-3.0469,0.8555,0.9043,1.0,1.0172,0.2663
2026-01-19 21:00:00,B车型,15,11,3,1.0,1.0,-3.6229,0.8404,0.8942,1.0,1.0089,0.2366
2026-01-19 22:00:00,A车型,20,16,2,1.0,1.0,-3.5648,0.8533,0.9121,1.0,1.0031,0.1759
2026-01-19 23:00:00,A车型,20,18,2,1.0,1.0,-2.4968,0.86,0.9256,0.4,0.9994,0.1807
2026-01-20 00:00:00,C车型,10,6,2,0.97,1.0,-3.3646,0.8482,0.9344,1.0,0.9874,0.1802
2026-01-20 01:00:00,C车型,10,7,1,0.97,0.98,-2.3603,0.8319,0.9376,0.4,0.995,0.1232
2026-01-20 02:00:00,C车型,10,8,2,0.97,0.98,-1.6109,0.8195,0.9482,0.0,1.0069,0.1221
2026-01-20 03:00:00,C车型,10,8,2,0.97,0.98,-1.5236,0.8268,0.9223,0.3,1.0203,0.1551
2026-01-20 04:00:00,A车型,20,17,1,0.97,0.98,-2.1659,0.8372,0.9379,1.0,1.0193,0.1232
2026-01-20 05:00:00,A车型,20,17,3,0.97,0.98,-2.2556,0.8068,0.9365,0.4,1.0262,0.159
2026-01-20 06:00:00,A车型,20,18,3,0.97,1.0,-1.7115,0.8061,0.9513,0.3,1.0245,0.1424
2026-01-20 07:00:00,B车型,15,12,2,0.97,1.0,-2.9074,0.7939,0.9436,1.0,1.0355,0.1248
2026-01-20 08:00:00,B车型,15,13,3,1.02,1.0,-2.3541,0.8121,0.9489,0.4,1.0391,0.1094
2026-01-20 09:00:00,B车型,15,14,3,1.02,1.015,-1.9933,0.8185,0.9444,0.3,1.0462,0.0903
2026-01-20 10:00:00,A车型,20,19,1,1.02,1.015,-1.967,0.792,0.944,1.0,1.0535,0.039
