timestamp,vehicle_type,planned_output,actual_output,priority,shift_factor,hour_factor,production_execution_error
2026-01-17 06:00:00,A车型,20,18,3,0.97,1.0,-1.7721
2026-01-17 07:00:00,A车型,20,18,3,0.97,1.0,-1.7497
2026-01-17 08:00:00,A车型,20,18,2,1.02,1.0,-1.9196
2026-01-17 09:00:00,A车型,20,19,1,1.02,1.015,-1.3194
2026-01-17 10:00:00,A车型,20,20,1,1.02,1.015,-0.7161
2026-01-17 11:00:00,A车型,20,22,1,1.02,1.015,0.9638
2026-01-17 12:00:00,A车型,20,22,3,1.02,1.0,1.4832
2026-01-17 13:00:00,A车型,20,21,3,1.02,1.0,0.6509
2026-01-17 14:00:00,A车型,20,21,2,1.02,1.02,-0.2306
2026-01-17 15:00:00,B车型,15,16,2,1.02,1.02,0.2206
2026-01-17 16:00:00,B车型,15,14,2,1.0,1.02,-0.8907
2026-01-17 17:00:00,B车型,15,16,3,1.0,1.0,0.7971
2026-01-17 18:00:00,B车型,15,17,1,1.0,1.0,1.5414
2026-01-17 19:00:00,C车型,10,11,2,1.0,1.0,0.7807
2026-01-17 20:00:00,C车型,10,9,3,1.0,1.0,-0.785
2026-01-17 21:00:00,C车型,10,10,1,1.0,1.0,0.4944
2026-01-17 22:00:00,C车型,10,10,2,1.0,1.0,0.2791
2026-01-17 23:00:00,B车型,15,16,1,1.0,1.0,1.1996
2026-01-18 00:00:00,B车型,15,14,2,0.97,1.0,-0.3758
2026-01-18 01:00:00,B车型,15,13,3,0.97,0.98,-0.7614
2026-01-18 02:00:00,C车型,10,9,2,0.97,0.98,-0.5668
2026-01-18 03:00:00,A车型,20,19,3,0.97,0.98,-0.3875
2026-01-18 04:00:00,A车型,20,18,2,0.97,0.98,-0.6507
2026-01-18 05:00:00,A车型,20,19,2,0.97,0.98,0.0102
2026-01-18 06:00:00,A车型,20,19,3,0.97,1.0,-0.8464
2026-01-18 07:00:00,A车型,20,19,2,0.97,1.0,-0.7487
2026-01-18 08:00:00,A车型,20,20,3,1.02,1.0,-0.4653
2026-01-18 09:00:00,B车型,15,16,2,1.02,1.015,0.0626
2026-01-18 10:00:00,A车型,20,21,3,1.02,1.015,0.6162
2026-01-18 11:00:00,C车型,10,10,1,1.02,1.015,-0.4375
2026-01-18 12:00:00,B车型,15,14,1,1.02,1.0,-1.5554
2026-01-18 13:00:00,B车型,15,15,2,1.02,1.0,-0.1444
2026-01-18 14:00:00,B车型,15,16,1,1.02,1.02,0.1575
2026-01-18 15:00:00,B车型,15,15,3,1.02,1.02,-0.4807
2026-01-18 16:00:00,A车型,20,21,2,1.0,1.02,0.8804
2026-01-18 17:00:00,C车型,10,11,2,1.0,1.0,0.7529
2026-01-18 18:00:00,C车型,10,12,2,1.0,1.0,1.5081
2026-01-18 19:00:00,C车型,10,11,2,1.0,1.0,1.1851
2026-01-18 20:00:00,B车型,15,18,2,1.0,1.0,2.5374
2026-01-18 21:00:00,B车型,15,18,2,1.0,1.0,3.3073
2026-01-18 22:00:00,A车型,20,22,3,1.0,1.0,2.2813
2026-01-18 23:00:00,A车型,20,22,3,1.0,1.0,2.4883
2026-01-19 00:00:00,A车型,20,22,2,0.97,1.0,2.3825
2026-01-19 01:00:00,B车型,15,17,2,0.97,0.98,2.8818
2026-01-19 02:00:00,A车型,20,20,2,0.97,0.98,1.3894
2026-01-19 03:00:00,A车型,20,21,2,0.97,0.98,1.5909
2026-01-19 04:00:00,B车型,15,16,2,0.97,0.98,2.0399
2026-01-19 05:00:00,C车型,10,10,2,0.97,0.98,0.1229
2026-01-19 06:00:00,C车型,10,9,1,0.97,1.0,-0.8544
2026-01-19 07:00:00,C车型,10,7,2,0.97,1.0,-2.2722
2026-01-19 08:00:00,C车型,10,8,1,1.02,1.0,-1.9197
2026-01-19 09:00:00,C车型,10,9,1,1.02,1.015,-0.8657
2026-01-19 10:00:00,C车型,10,11,2,1.02,1.015,0.5526
2026-01-19 11:00:00,C车型,10,11,1,1.02,1.015,0.4737
2026-01-19 12:00:00,C车型,10,12,3,1.02,1.0,1.6582
2026-01-19 13:00:00,C车型,10,10,2,1.02,1.0,0.1396
2026-01-19 14:00:00,C车型,10,9,2,1.02,1.02,-1.258
2026-01-19 15:00:00,C车型,10,9,1,1.02,1.02,-0.988
2026-01-19 16:00:00,B车型,15,15,2,1.0,1.02,-0.4337
2026-01-19 17:00:00,B车型,15,15,1,1.0,1.0,-0.3514
2026-01-19 18:00:00,B车型,15,13,2,1.0,1.0,-1.9175
2026-01-19 19:00:00,C车型,10,8,3,1.0,1.0,-1.5095
2026-01-19 20:00:00,B车型,15,13,2,1.0,1.0,-2.1757
2026-01-19 21:00:00,A车型,20,19,2,1.0,1.0,-1.096
2026-01-19 22:00:00,B车型,15,14,1,1.0,1.0,-0.5287
2026-01-19 23:00:00,B车型,15,14,2,1.0,1.0,-1.1485
2026-01-20 00:00:00,B车型,15,13,3,0.97,1.0,-1.2724
2026-01-20 01:00:00,B车型,15,12,3,0.97,0.98,-1.8017
2026-01-20 02:00:00,B车型,15,13,1,0.97,0.98,-1.4014
2026-01-20 03:00:00,B车型,15,14,3,0.97,0.98,-0.2869
2026-01-20 04:00:00,A车型,20,18,3,0.97,0.98,-1.0038
2026-01-20 05:00:00,C车型,10,9,1,0.97,0.98,-0.3496
2026-01-20 06:00:00,C车型,10,9,2,0.97,1.0,-0.6864
2026-01-20 07:00:00,C车型,10,9,1,0.97,1.0,-1.1491
2026-01-20 08:00:00,C车型,10,9,3,1.02,1.0,-0.9475
2026-01-20 09:00:00,A车型,20,19,3,1.02,1.015,-1.5388
2026-01-20 10:00:00,A车型,20,19,3,1.02,1.015,-1.597
2026-01-20 11:00:00,A车型,20,19,2,1.02,1.015,-2.1561
2026-01-20 12:00:00,B车型,15,15,3,1.02,1.0,-0.0453
2026-01-20 13:00:00,B车型,15,15,1,1.02,1.0,-0.0057
2026-01-20 14:00:00,B车型,15,15,2,1.02,1.02,-0.5641
2026-01-20 15:00:00,B车型,15,15,2,1.02,1.02,-0.2519
2026-01-20 16:00:00,B车型,15,15,1,1.0,1.02,-0.2788
2026-01-20 17:00:00,C车型,10,10,3,1.0,1.0,-0.3859
2026-01-20 18:00:00,C车型,10,10,2,1.0,1.0,0.2019
2026-01-20 19:00:00,B车型,15,16,2,1.0,1.0,0.7575
2026-01-20 20:00:00,C车型,10,10,3,1.0,1.0,0.1437
2026-01-20 21:00:00,A车型,20,20,2,1.0,1.0,-0.3529
2026-01-20 22:00:00,B车型,15,15,1,1.0,1.0,-0.4847
2026-01-20 23:00:00,C车型,10,8,3,1.0,1.0,-2.2051
2026-01-21 00:00:00,C车型,10,7,2,0.97,1.0,-2.866
2026-01-21 01:00:00,C车型,10,8,3,0.97,0.98,-1.056
2026-01-21 02:00:00,C车型,10,10,2,0.97,0.98,0.524
2026-01-21 03:00:00,C车型,10,10,3,0.97,0.98,0.1938
2026-01-21 04:00:00,C车型,10,10,2,0.97,0.98,0.6066
2026-01-21 05:00:00,B车型,15,15,1,0.97,0.98,0.7039
2026-01-21 06:00:00,B车型,15,18,2,0.97,1.0,2.9911
2026-01-21 07:00:00,B车型,15,18,3,0.97,1.0,3.1389
2026-01-21 08:00:00,B车型,15,18,3,1.02,1.0,2.2519
2026-01-21 09:00:00,B车型,15,16,1,1.02,1.015,0.9245
2026-01-21 10:00:00,B车型,15,15,2,1.02,1.015,-0.5918
2026-01-21 11:00:00,C车型,10,10,3,1.02,1.015,-0.2811
2026-01-21 12:00:00,C车型,10,9,1,1.02,1.0,-0.8159
2026-01-21 13:00:00,C车型,10,8,1,1.02,1.0,-1.7497
2026-01-21 14:00:00,C车型,10,9,2,1.02,1.02,-1.8295
2026-01-21 15:00:00,C车型,10,8,1,1.02,1.02,-2.2374
2026-01-21 16:00:00,A车型,20,20,2,1.0,1.02,-0.3283
2026-01-21 17:00:00,A车型,20,20,3,1.0,1.0,0.4591
2026-01-21 18:00:00,C车型,10,10,3,1.0,1.0,0.3379
2026-01-21 19:00:00,A车型,20,21,2,1.0,1.0,1.4374
2026-01-21 20:00:00,A车型,20,21,2,1.0,1.0,1.1399
2026-01-21 21:00:00,A车型,20,20,2,1.0,1.0,0.1659
2026-01-21 22:00:00,A车型,20,21,2,1.0,1.0,1.3429
2026-01-21 23:00:00,A车型,20,21,2,1.0,1.0,1.4383
2026-01-22 00:00:00,C车型,10,10,1,0.97,1.0,0.249
2026-01-22 01:00:00,B车型,15,14,3,0.97,0.98,0.0344
2026-01-22 02:00:00,C车型,10,9,1,0.97,0.98,-0.6747
2026-01-22 03:00:00,C车型,10,8,1,0.97,0.98,-1.6122
2026-01-22 04:00:00,B车型,15,14,1,0.97,0.98,-0.4682
2026-01-22 05:00:00,B车型,15,15,3,0.97,0.98,1.1764
2026-01-22 06:00:00,B车型,15,14,1,0.97,1.0,-0.2366
2026-01-22 07:00:00,B车型,15,15,2,0.97,1.0,0.2729
2026-01-22 08:00:00,B车型,15,15,1,1.02,1.0,-0.3158
2026-01-22 09:00:00,A车型,20,20,1,1.02,1.015,-0.6266
2026-01-22 10:00:00,B车型,15,15,3,1.02,1.015,-0.9438
2026-01-22 11:00:00,B车型,15,14,1,1.02,1.015,-1.3991
2026-01-22 12:00:00,B车型,15,14,1,1.02,1.0,-1.0105
2026-01-22 13:00:00,A车型,20,19,2,1.02,1.0,-1.4226
2026-01-22 14:00:00,B车型,15,15,1,1.02,1.02,-0.8506
2026-01-22 15:00:00,B车型,15,15,1,1.02,1.02,-0.6781
2026-01-22 16:00:00,B车型,15,15,1,1.0,1.02,-0.6998
2026-01-22 17:00:00,B车型,15,14,2,1.0,1.0,-1.2509
2026-01-22 18:00:00,A车型,20,19,3,1.0,1.0,-1.3996
2026-01-22 19:00:00,A车型,20,20,1,1.0,1.0,-0.4454
2026-01-22 20:00:00,A车型,20,20,1,1.0,1.0,0.0667
2026-01-22 21:00:00,B车型,15,14,3,1.0,1.0,-0.732
2026-01-22 22:00:00,B车型,15,15,2,1.0,1.0,-0.4695
2026-01-22 23:00:00,A车型,20,20,2,1.0,1.0,0.249
2026-01-23 00:00:00,A车型,20,18,3,0.97,1.0,-1.1488
2026-01-23 01:00:00,A车型,20,19,3,0.97,0.98,-0.4269
2026-01-23 02:00:00,A车型,20,18,2,0.97,0.98,-0.8503
2026-01-23 03:00:00,A车型,20,19,1,0.97,0.98,-0.1812
2026-01-23 04:00:00,A车型,20,18,2,0.97,0.98,-0.7465
2026-01-23 05:00:00,C车型,10,8,3,0.97,0.98,-2.0038
2026-01-23 06:00:00,C车型,10,7,3,0.97,1.0,-2.8049
2026-01-23 07:00:00,A车型,20,17,1,0.97,1.0,-2.0652
2026-01-23 08:00:00,A车型,20,19,1,1.02,1.0,-1.3411
2026-01-23 09:00:00,A车型,20,19,2,1.02,1.015,-1.7293
2026-01-23 10:00:00,A车型,20,20,3,1.02,1.015,-0.7861
2026-01-23 11:00:00,A车型,20,19,2,1.02,1.015,-1.9188
2026-01-23 12:00:00,A车型,20,19,3,1.02,1.0,-1.492
2026-01-23 13:00:00,A车型,20,18,2,1.02,1.0,-2.0878
2026-01-23 14:00:00,A车型,20,19,2,1.02,1.02,-2.0873
2026-01-23 15:00:00,A车型,20,19,3,1.02,1.02,-1.5276
2026-01-23 16:00:00,A车型,20,19,3,1.0,1.02,-1.834
2026-01-23 17:00:00,A车型,20,18,3,1.0,1.0,-1.6831
2026-01-23 18:00:00,B车型,15,15,2,1.0,1.0,-0.4573
2026-01-23 19:00:00,B车型,15,14,1,1.0,1.0,-0.8045
2026-01-23 20:00:00,B车型,15,15,2,1.0,1.0,0.0652
2026-01-23 21:00:00,B车型,15,14,3,1.0,1.0,-0.8549
2026-01-23 22:00:00,B车型,15,15,2,1.0,1.0,-0.2173
2026-01-23 23:00:00,B车型,15,16,2,1.0,1.0,0.9903
2026-01-24 00:00:00,B车型,15,13,1,0.97,1.0,-1.2346
2026-01-24 01:00:00,B车型,15,13,2,0.97,0.98,-1.5635
2026-01-24 02:00:00,B车型,15,14,1,0.97,0.98,-0.711
2026-01-24 03:00:00,B车型,15,14,1,0.97,0.98,-0.6957
2026-01-24 04:00:00,C车型,10,9,1,0.97,0.98,-0.2248
2026-01-24 05:00:00,C车型,10,9,3,0.97,0.98,-0.6518
2026-01-24 06:00:00,B车型,15,14,3,0.97,1.0,-0.4196
2026-01-24 07:00:00,B车型,15,14,2,0.97,1.0,-0.4392
2026-01-24 08:00:00,C车型,10,11,3,1.02,1.0,0.6048
2026-01-24 09:00:00,C车型,10,11,2,1.02,1.015,0.6571
2026-01-24 10:00:00,C车型,10,11,2,1.02,1.015,0.7629
2026-01-24 11:00:00,C车型,10,11,3,1.02,1.015,0.2427
2026-01-24 12:00:00,C车型,10,10,3,1.02,1.0,-0.2081
2026-01-24 13:00:00,C车型,10,10,1,1.02,1.0,-0.5021
2026-01-24 14:00:00,C车型,10,10,3,1.02,1.02,-0.061
2026-01-24 15:00:00,C车型,10,10,2,1.02,1.02,-0.3825
2026-01-24 16:00:00,C车型,10,10,2,1.0,1.02,-0.0551
2026-01-24 17:00:00,A车型,20,22,3,1.0,1.0,1.619
2026-01-24 18:00:00,C车型,10,12,1,1.0,1.0,1.9112
2026-01-24 19:00:00,C车型,10,11,3,1.0,1.0,1.1725
2026-01-24 20:00:00,B车型,15,17,2,1.0,1.0,1.8404
2026-01-24 21:00:00,B车型,15,16,1,1.0,1.0,1.0538
2026-01-24 22:00:00,B车型,15,14,2,1.0,1.0,-0.8401
2026-01-24 23:00:00,B车型,15,14,3,1.0,1.0,-1.4366
2026-01-25 00:00:00,B车型,15,12,1,0.97,1.0,-2.5741
2026-01-25 01:00:00,B车型,15,12,3,0.97,0.98,-2.2118
2026-01-25 02:00:00,B车型,15,13,2,0.97,0.98,-1.6441
2026-01-25 03:00:00,B车型,15,14,1,0.97,0.98,0.1081
2026-01-25 04:00:00,B车型,15,15,3,0.97,0.98,0.3426
2026-01-25 05:00:00,B车型,15,14,3,0.97,0.98,0.0817
2026-01-25 06:00:00,B车型,15,15,1,0.97,1.0,0.7248
2026-01-25 07:00:00,B车型,15,13,3,0.97,1.0,-1.2253
2026-01-25 08:00:00,B车型,15,15,1,1.02,1.0,-0.7305
2026-01-25 09:00:00,B车型,15,16,3,1.02,1.015,0.0688
2026-01-25 10:00:00,B车型,15,14,3,1.02,1.015,-1.1313
2026-01-25 11:00:00,B车型,15,16,2,1.02,1.015,0.0666
2026-01-25 12:00:00,B车型,15,16,3,1.02,1.0,0.3207
2026-01-25 13:00:00,B车型,15,15,2,1.02,1.0,-0.0917
2026-01-25 14:00:00,B车型,15,16,3,1.02,1.02,0.4375
2026-01-25 15:00:00,B车型,15,18,2,1.02,1.02,2.1446
2026-01-25 16:00:00,B车型,15,17,2,1.0,1.02,1.754
2026-01-25 17:00:00,B车型,15,17,2,1.0,1.0,1.5141
2026-01-25 18:00:00,A车型,20,21,1,1.0,1.0,0.7681
2026-01-25 19:00:00,A车型,20,20,1,1.0,1.0,-0.1038
2026-01-25 20:00:00,C车型,10,11,2,1.0,1.0,0.5864
2026-01-25 21:00:00,C车型,10,10,1,1.0,1.0,-0.2451
2026-01-25 22:00:00,C车型,10,10,2,1.0,1.0,-0.1266
2026-01-25 23:00:00,C车型,10,10,2,1.0,1.0,-0.477
2026-01-26 00:00:00,C车型,10,10,1,0.97,1.0,0.0254
2026-01-26 01:00:00,C车型,10,10,3,0.97,0.98,0.286
2026-01-26 02:00:00,A车型,20,20,2,0.97,0.98,1.0445
2026-01-26 03:00:00,B车型,15,15,2,0.97,0.98,0.3754
2026-01-26 04:00:00,B车型,15,14,1,0.97,0.98,0.0656
2026-01-26 05:00:00,C车型,10,9,3,0.97,0.98,-0.7338
2026-01-26 06:00:00,C车型,10,9,3,0.97,1.0,-0.9058
2026-01-26 07:00:00,C车型,10,9,1,0.97,1.0,-0.3775
2026-01-26 08:00:00,C车型,10,11,2,1.02,1.0,0.3225
2026-01-26 09:00:00,C车型,10,10,3,1.02,1.015,-0.4959
2026-01-26 10:00:00,C车型,10,11,3,1.02,1.015,0.3238
2026-01-26 11:00:00,A车型,20,22,2,1.02,1.015,1.3273
2026-01-26 12:00:00,B车型,15,17,2,1.02,1.0,1.3263
2026-01-26 13:00:00,B车型,15,18,3,1.02,1.0,2.4961
2026-01-26 14:00:00,B车型,15,17,2,1.02,1.02,1.2531
2026-01-26 15:00:00,A车型,20,21,2,1.02,1.02,-0.0559
2026-01-26 16:00:00,B车型,15,14,3,1.0,1.02,-1.4649
2026-01-26 17:00:00,B车型,15,15,3,1.0,1.0,0.0981
2026-01-26 18:00:00,B车型,15,16,2,1.0,1.0,0.5971
2026-01-26 19:00:00,B车型,15,15,3,1.0,1.0,0.4034
2026-01-26 20:00:00,A车型,20,21,1,1.0,1.0,0.5265
2026-01-26 21:00:00,A车型,20,19,1,1.0,1.0,-0.5055
2026-01-26 22:00:00,A车型,20,22,1,1.0,1.0,1.5775
2026-01-26 23:00:00,B车型,15,16,1,1.0,1.0,1.2865
2026-01-27 00:00:00,C车型,10,11,2,0.97,1.0,1.0524
2026-01-27 01:00:00,B车型,15,16,3,0.97,0.98,1.3699
2026-01-27 02:00:00,C车型,10,11,3,0.97,0.98,1.4122
2026-01-27 03:00:00,C车型,10,11,2,0.97,0.98,1.2383
2026-01-27 04:00:00,C车型,10,10,2,0.97,0.98,0.2963
2026-01-27 05:00:00,C车型,10,10,2,0.97,0.98,0.5994
2026-01-27 06:00:00,C车型,10,12,2,0.97,1.0,1.9552
2026-01-27 07:00:00,C车型,10,12,2,0.97,1.0,2.5427
2026-01-27 08:00:00,C车型,10,13,1,1.02,1.0,3.1816
2026-01-27 09:00:00,C车型,10,12,2,1.02,1.015,1.9772
2026-01-27 10:00:00,C车型,10,11,1,1.02,1.015,0.6912
2026-01-27 11:00:00,C车型,10,11,3,1.02,1.015,0.4178
2026-01-27 12:00:00,C车型,10,11,3,1.02,1.0,0.3579
2026-01-27 13:00:00,C车型,10,11,3,1.02,1.0,1.1438
2026-01-27 14:00:00,B车型,15,15,3,1.02,1.02,-0.4961
2026-01-27 15:00:00,B车型,15,16,2,1.02,1.02,0.8515
2026-01-27 16:00:00,B车型,15,16,3,1.0,1.02,0.5123
2026-01-27 17:00:00,B车型,15,15,1,1.0,1.0,0.0427
2026-01-27 18:00:00,B车型,15,14,2,1.0,1.0,-0.7777
2026-01-27 19:00:00,A车型,20,18,3,1.0,1.0,-1.9071
2026-01-27 20:00:00,A车型,20,19,1,1.0,1.0,-0.7718
2026-01-27 21:00:00,A车型,20,19,2,1.0,1.0,-0.5202
2026-01-27 22:00:00,B车型,15,14,2,1.0,1.0,-1.4221
2026-01-27 23:00:00,B车型,15,13,2,1.0,1.0,-2.1027
2026-01-28 00:00:00,B车型,15,13,2,0.97,1.0,-1.8456
2026-01-28 01:00:00,B车型,15,14,1,0.97,0.98,-0.049
2026-01-28 02:00:00,C车型,10,9,1,0.97,0.98,-0.2444
2026-01-28 03:00:00,C车型,10,8,3,0.97,0.98,-1.3858
2026-01-28 04:00:00,C车型,10,8,2,0.97,0.98,-1.236
2026-01-28 05:00:00,C车型,10,8,3,0.97,0.98,-1.1452
2026-01-28 06:00:00,A车型,20,16,2,0.97,1.0,-3.0164
2026-01-28 07:00:00,A车型,20,17,3,0.97,1.0,-2.3057
2026-01-28 08:00:00,A车型,20,18,2,1.02,1.0,-1.914
2026-01-28 09:00:00,A车型,20,20,3,1.02,1.015,-0.8786
2026-01-28 10:00:00,A车型,20,22,2,1.02,1.015,0.8202
2026-01-28 11:00:00,A车型,20,22,3,1.02,1.015,1.5164
2026-01-28 12:00:00,C车型,10,11,3,1.02,1.0,0.9222
2026-01-28 13:00:00,C车型,10,10,2,1.02,1.0,-0.1936
2026-01-28 14:00:00,A车型,20,23,3,1.02,1.02,1.9135
2026-01-28 15:00:00,A车型,20,22,3,1.02,1.02,1.4825
2026-01-28 16:00:00,A车型,20,22,2,1.0,1.02,1.123
2026-01-28 17:00:00,A车型,20,21,1,1.0,1.0,0.823
2026-01-28 18:00:00,A车型,20,21,2,1.0,1.0,0.7757
2026-01-28 19:00:00,A车型,20,20,1,1.0,1.0,0.4663
2026-01-28 20:00:00,A车型,20,20,2,1.0,1.0,-0.1092
2026-01-28 21:00:00,B车型,15,14,3,1.0,1.0,-0.5194
2026-01-28 22:00:00,A车型,20,20,3,1.0,1.0,-0.4158
2026-01-28 23:00:00,A车型,20,19,3,1.0,1.0,-0.7466
2026-01-29 00:00:00,A车型,20,18,2,0.97,1.0,-1.1302
2026-01-29 01:00:00,A车型,20,18,1,0.97,0.98,-0.7625
2026-01-29 02:00:00,B车型,15,13,3,0.97,0.98,-0.7759
2026-01-29 03:00:00,B车型,15,15,2,0.97,0.98,0.6213
2026-01-29 04:00:00,B车型,15,13,3,0.97,0.98,-1.6548
2026-01-29 05:00:00,B车型,15,14,2,0.97,0.98,-0.3679
2026-01-29 06:00:00,B车型,15,15,3,0.97,1.0,0.7209
2026-01-29 07:00:00,A车型,20,18,3,0.97,1.0,-1.118
2026-01-29 08:00:00,A车型,20,19,2,1.02,1.0,-1.1127
2026-01-29 09:00:00,B车型,15,14,2,1.02,1.015,-1.1316
2026-01-29 10:00:00,B车型,15,14,3,1.02,1.015,-1.9747
2026-01-29 11:00:00,C车型,10,8,2,1.02,1.015,-2.1033
2026-01-29 12:00:00,B车型,15,13,1,1.02,1.0,-2.4659
2026-01-29 13:00:00,A车型,20,20,2,1.02,1.0,-0.4476
2026-01-29 14:00:00,A车型,20,21,2,1.02,1.02,0.4128
2026-01-29 15:00:00,B车型,15,17,3,1.02,1.02,1.3269
2026-01-29 16:00:00,A车型,20,22,2,1.0,1.02,1.5725
2026-01-29 17:00:00,A车型,20,20,1,1.0,1.0,0.2761
2026-01-29 18:00:00,A车型,20,20,3,1.0,1.0,-0.2125
2026-01-29 19:00:00,A车型,20,20,2,1.0,1.0,0.2321
2026-01-29 20:00:00,A车型,20,19,1,1.0,1.0,-0.8036
2026-01-29 21:00:00,C车型,10,10,1,1.0,1.0,-0.0323
2026-01-29 22:00:00,C车型,10,10,2,1.0,1.0,-0.2165
2026-01-29 23:00:00,C车型,10,10,1,1.0,1.0,-0.4622
2026-01-30 00:00:00,C车型,10,10,1,0.97,1.0,0.2221
2026-01-30 01:00:00,C车型,10,10,1,0.97,0.98,0.522
2026-01-30 02:00:00,C车型,10,10,1,0.97,0.98,0.1027
2026-01-30 03:00:00,B车型,15,15,1,0.97,0.98,1.0045
2026-01-30 04:00:00,B车型,15,14,2,0.97,0.98,-0.1115
2026-01-30 05:00:00,C车型,10,10,3,0.97,0.98,0.4091
2026-01-30 06:00:00,B车型,15,15,2,0.97,1.0,0.7813
2026-01-30 07:00:00,B车型,15,15,1,0.97,1.0,0.3384
2026-01-30 08:00:00,B车型,15,16,1,1.02,1.0,0.5147
2026-01-30 09:00:00,C车型,10,10,1,1.02,1.015,-0.6149
2026-01-30 10:00:00,A车型,20,21,2,1.02,1.015,0.2781
2026-01-30 11:00:00,A车型,20,21,1,1.02,1.015,0.0606
2026-01-30 12:00:00,A车型,20,20,3,1.02,1.0,-0.3727
2026-01-30 13:00:00,A车型,20,21,1,1.02,1.0,0.5597
2026-01-30 14:00:00,C车型,10,10,3,1.02,1.02,-0.1437
2026-01-30 15:00:00,C车型,10,9,3,1.02,1.02,-1.2346
2026-01-30 16:00:00,C车型,10,8,1,1.0,1.02,-2.1712
2026-01-30 17:00:00,B车型,15,14,2,1.0,1.0,-1.1436
2026-01-30 18:00:00,B车型,15,13,2,1.0,1.0,-1.882
2026-01-30 19:00:00,B车型,15,15,2,1.0,1.0,-0.0077
2026-01-30 20:00:00,B车型,15,13,3,1.0,1.0,-1.6713
2026-01-30 21:00:00,B车型,15,15,2,1.0,1.0,0.1037
2026-01-30 22:00:00,B车型,15,15,3,1.0,1.0,0.2466
2026-01-30 23:00:00,B车型,15,15,3,1.0,1.0,0.1076
2026-01-31 00:00:00,B车型,15,14,2,0.97,1.0,-0.3553
2026-01-31 01:00:00,A车型,20,19,3,0.97,0.98,0.0529
2026-01-31 02:00:00,A车型,20,19,2,0.97,0.98,0.0095
2026-01-31 03:00:00,A车型,20,20,1,0.97,0.98,0.8898
2026-01-31 04:00:00,A车型,20,20,1,0.97,0.98,0.7587
2026-01-31 05:00:00,A车型,20,20,3,0.97,0.98,0.6893
2026-01-31 06:00:00,A车型,20,20,1,0.97,1.0,0.2261
2026-01-31 07:00:00,C车型,10,10,1,0.97,1.0,0.124
