timestamp,production_output,planned_production_output,production_priority,shift_factor,hour_factor,M001_demand,M002_demand,M003_demand,M004_demand,M005_demand,M006_demand,M007_demand,M008_demand,M001_stock,M002_stock,M003_stock,M004_stock,M005_stock,M006_stock,M007_stock,M008_stock,task_count,hour,weekday
2026-01-08 05:00:00,20,20,1,0.97,0.98,20,20,40,0,0,0,0,0,344.0,278.0,301.0,0.0,0.0,0.0,0.0,0.0,1.0,5,3
2026-01-08 06:00:00,16,15,1,0.97,1.0,16,0,0,32,16,0,0,0,328.0,0.0,0.0,412.0,335.0,0.0,0.0,0.0,1.0,6,3
2026-01-08 07:00:00,12,10,2,0.97,1.0,0,0,0,0,0,12,12,24,0.0,0.0,0.0,0.0,0.0,191.0,192.0,102.0,1.0,7,3
2026-01-08 08:00:00,12,10,1,1.02,1.0,0,0,0,0,0,12,12,24,0.0,0.0,0.0,0.0,0.0,179.0,180.0,500.0,1.0,8,3
2026-01-08 09:00:00,11,10,3,1.02,1.015,0,0,0,0,0,11,11,23,0.0,0.0,0.0,0.0,0.0,168.0,169.0,477.0,1.0,9,3
2026-01-08 10:00:00,10,10,2,1.02,1.015,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,158.0,159.0,457.0,0.0,10,3
2026-01-08 11:00:00,10,10,1,1.02,1.015,0,0,0,0,0,11,10,21,0.0,0.0,0.0,0.0,0.0,147.0,149.0,436.0,1.0,11,3
2026-01-08 12:00:00,15,15,2,1.02,1.0,16,0,0,30,15,0,0,0,312.0,0.0,0.0,382.0,320.0,0.0,0.0,0.0,1.0,12,3
2026-01-08 13:00:00,15,15,2,1.02,1.0,16,0,0,30,15,0,0,0,296.0,0.0,0.0,352.0,305.0,0.0,0.0,0.0,1.0,13,3
2026-01-08 14:00:00,16,15,3,1.02,1.02,17,0,0,32,16,0,0,0,279.0,0.0,0.0,320.0,289.0,0.0,0.0,0.0,1.0,14,3
2026-01-08 15:00:00,16,15,1,1.02,1.02,16,0,0,32,16,0,0,0,263.0,0.0,0.0,288.0,273.0,0.0,0.0,0.0,1.0,15,3
2026-01-08 16:00:00,16,15,2,1.0,1.02,16,0,0,32,16,0,0,0,247.0,0.0,0.0,256.0,257.0,0.0,0.0,0.0,1.0,16,3
2026-01-08 17:00:00,17,15,2,1.0,1.0,17,0,0,33,17,0,0,0,230.0,0.0,0.0,223.0,240.0,0.0,0.0,0.0,1.0,17,3
2026-01-08 18:00:00,16,15,3,1.0,1.0,16,0,0,31,16,0,0,0,214.0,0.0,0.0,192.0,224.0,0.0,0.0,0.0,1.0,18,3
2026-01-08 19:00:00,18,15,3,1.0,1.0,18,0,0,35,18,0,0,0,196.0,0.0,0.0,157.0,206.0,0.0,0.0,0.0,1.0,19,3
2026-01-08 20:00:00,13,10,3,1.0,1.0,0,0,0,0,0,13,13,27,0.0,0.0,0.0,0.0,0.0,134.0,136.0,409.0,1.0,20,3
2026-01-08 21:00:00,21,20,2,1.0,1.0,21,21,42,0,0,0,0,0,175.0,257.0,259.0,0.0,0.0,0.0,0.0,0.0,3.0,21,3
2026-01-08 22:00:00,15,15,2,1.0,1.0,15,0,0,29,15,0,0,0,160.0,0.0,0.0,128.0,191.0,0.0,0.0,0.0,1.0,22,3
2026-01-08 23:00:00,15,15,2,1.0,1.0,15,0,0,30,15,0,0,0,145.0,0.0,0.0,500.0,176.0,0.0,0.0,0.0,1.0,23,3
2026-01-09 00:00:00,15,15,3,0.97,1.0,15,0,0,29,15,0,0,0,130.0,0.0,0.0,471.0,161.0,0.0,0.0,0.0,1.0,0,4
2026-01-09 01:00:00,15,15,3,0.97,0.98,15,0,0,30,15,0,0,0,115.0,0.0,0.0,441.0,146.0,0.0,0.0,0.0,1.0,1,4
2026-01-09 02:00:00,20,20,2,0.97,0.98,20,20,39,0,0,0,0,0,500.0,237.0,220.0,0.0,0.0,0.0,0.0,0.0,1.0,2,4
2026-01-09 03:00:00,20,20,3,0.97,0.98,20,20,40,0,0,0,0,0,480.0,217.0,180.0,0.0,0.0,0.0,0.0,0.0,1.0,3,4
2026-01-09 04:00:00,9,10,3,0.97,0.98,0,0,0,0,0,9,8,18,0.0,0.0,0.0,0.0,0.0,125.0,128.0,391.0,0.0,4,4
2026-01-09 05:00:00,13,15,3,0.97,0.98,13,0,0,26,13,0,0,0,467.0,0.0,0.0,415.0,133.0,0.0,0.0,0.0,1.0,5,4
2026-01-09 06:00:00,13,15,2,0.97,1.0,13,0,0,26,13,0,0,0,454.0,0.0,0.0,389.0,120.0,0.0,0.0,0.0,1.0,6,4
2026-01-09 07:00:00,14,15,3,0.97,1.0,14,0,0,28,14,0,0,0,440.0,0.0,0.0,361.0,106.0,0.0,0.0,0.0,1.0,7,4
2026-01-09 08:00:00,15,15,1,1.02,1.0,16,0,0,30,15,0,0,0,424.0,0.0,0.0,331.0,500.0,0.0,0.0,0.0,1.0,8,4
2026-01-09 09:00:00,14,15,3,1.02,1.015,15,0,0,28,14,0,0,0,409.0,0.0,0.0,303.0,486.0,0.0,0.0,0.0,1.0,9,4
2026-01-09 10:00:00,20,20,3,1.02,1.015,20,20,41,0,0,0,0,0,389.0,197.0,139.0,0.0,0.0,0.0,0.0,0.0,1.0,10,4
2026-01-09 11:00:00,21,20,2,1.02,1.015,21,21,42,0,0,0,0,0,368.0,176.0,500.0,0.0,0.0,0.0,0.0,0.0,3.0,11,4
2026-01-09 12:00:00,20,20,1,1.02,1.0,20,20,40,0,0,0,0,0,348.0,156.0,460.0,0.0,0.0,0.0,0.0,0.0,1.0,12,4
2026-01-09 13:00:00,20,20,1,1.02,1.0,20,20,40,0,0,0,0,0,328.0,136.0,420.0,0.0,0.0,0.0,0.0,0.0,1.0,13,4
2026-01-09 14:00:00,20,20,3,1.02,1.02,20,20,40,0,0,0,0,0,308.0,116.0,380.0,0.0,0.0,0.0,0.0,0.0,1.0,14,4
2026-01-09 15:00:00,20,20,2,1.02,1.02,20,20,40,0,0,0,0,0,288.0,500.0,340.0,0.0,0.0,0.0,0.0,0.0,1.0,15,4
2026-01-09 16:00:00,20,20,2,1.0,1.02,20,20,40,0,0,0,0,0,268.0,480.0,300.0,0.0,0.0,0.0,0.0,0.0,1.0,16,4
2026-01-09 17:00:00,20,20,3,1.0,1.0,20,20,39,0,0,0,0,0,248.0,460.0,261.0,0.0,0.0,0.0,0.0,0.0,1.0,17,4
2026-01-09 18:00:00,21,20,3,1.0,1.0,21,21,41,0,0,0,0,0,227.0,439.0,220.0,0.0,0.0,0.0,0.0,0.0,3.0,18,4
2026-01-09 19:00:00,21,20,1,1.0,1.0,21,21,42,0,0,0,0,0,206.0,418.0,178.0,0.0,0.0,0.0,0.0,0.0,3.0,19,4
2026-01-09 20:00:00,20,20,3,1.0,1.0,20,21,40,0,0,0,0,0,186.0,397.0,138.0,0.0,0.0,0.0,0.0,0.0,2.0,20,4
2026-01-09 21:00:00,19,20,2,1.0,1.0,19,19,38,0,0,0,0,0,167.0,378.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,21,4
2026-01-09 22:00:00,20,20,1,1.0,1.0,20,20,40,0,0,0,0,0,147.0,358.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,22,4
2026-01-09 23:00:00,20,20,1,1.0,1.0,20,20,40,0,0,0,0,0,127.0,338.0,460.0,0.0,0.0,0.0,0.0,0.0,1.0,23,4
2026-01-10 00:00:00,15,15,1,0.97,1.0,15,0,0,29,14,0,0,0,112.0,0.0,0.0,274.0,472.0,0.0,0.0,0.0,1.0,0,5
2026-01-10 01:00:00,18,15,2,0.97,0.98,18,0,0,35,17,0,0,0,500.0,0.0,0.0,239.0,455.0,0.0,0.0,0.0,1.0,1,5
2026-01-10 02:00:00,17,15,1,0.97,0.98,17,0,0,33,17,0,0,0,483.0,0.0,0.0,206.0,438.0,0.0,0.0,0.0,1.0,2,5
2026-01-10 03:00:00,18,15,3,0.97,0.98,18,0,0,35,17,0,0,0,465.0,0.0,0.0,171.0,421.0,0.0,0.0,0.0,1.0,3,5
2026-01-10 04:00:00,17,15,3,0.97,0.98,17,0,0,33,16,0,0,0,448.0,0.0,0.0,138.0,405.0,0.0,0.0,0.0,1.0,4,5
2026-01-10 05:00:00,17,15,2,0.97,0.98,17,0,0,33,16,0,0,0,431.0,0.0,0.0,105.0,389.0,0.0,0.0,0.0,1.0,5,5
2026-01-10 06:00:00,16,15,1,0.97,1.0,16,0,0,31,16,0,0,0,415.0,0.0,0.0,500.0,373.0,0.0,0.0,0.0,1.0,6,5
2026-01-10 07:00:00,17,15,1,0.97,1.0,17,0,0,33,17,0,0,0,398.0,0.0,0.0,467.0,356.0,0.0,0.0,0.0,1.0,7,5
2026-01-10 08:00:00,21,20,2,1.02,1.0,21,21,42,0,0,0,0,0,377.0,317.0,418.0,0.0,0.0,0.0,0.0,0.0,3.0,8,5
2026-01-10 09:00:00,21,20,3,1.02,1.015,22,21,42,0,0,0,0,0,355.0,296.0,376.0,0.0,0.0,0.0,0.0,0.0,3.0,9,5
2026-01-10 10:00:00,21,20,1,1.02,1.015,22,21,42,0,0,0,0,0,333.0,275.0,334.0,0.0,0.0,0.0,0.0,0.0,3.0,10,5
2026-01-10 11:00:00,21,20,1,1.02,1.015,22,21,43,0,0,0,0,0,311.0,254.0,291.0,0.0,0.0,0.0,0.0,0.0,3.0,11,5
2026-01-10 12:00:00,22,20,2,1.02,1.0,23,22,45,0,0,0,0,0,288.0,232.0,246.0,0.0,0.0,0.0,0.0,0.0,3.0,12,5
2026-01-10 13:00:00,20,20,3,1.02,1.0,20,20,41,0,0,0,0,0,268.0,212.0,205.0,0.0,0.0,0.0,0.0,0.0,1.0,13,5
2026-01-10 14:00:00,21,20,2,1.02,1.02,22,22,43,0,0,0,0,0,246.0,190.0,162.0,0.0,0.0,0.0,0.0,0.0,3.0,14,5
2026-01-10 15:00:00,20,20,3,1.02,1.02,20,21,40,0,0,0,0,0,226.0,169.0,122.0,0.0,0.0,0.0,0.0,0.0,2.0,15,5
2026-01-10 16:00:00,9,10,3,1.0,1.02,0,0,0,0,0,10,9,18,0.0,0.0,0.0,0.0,0.0,115.0,119.0,373.0,0.0,16,5
2026-01-10 17:00:00,10,10,1,1.0,1.0,0,0,0,0,0,10,9,20,0.0,0.0,0.0,0.0,0.0,105.0,110.0,353.0,0.0,17,5
2026-01-10 18:00:00,15,15,2,1.0,1.0,15,0,0,30,15,0,0,0,211.0,0.0,0.0,437.0,341.0,0.0,0.0,0.0,1.0,18,5
2026-01-10 19:00:00,14,15,1,1.0,1.0,14,0,0,28,14,0,0,0,197.0,0.0,0.0,409.0,327.0,0.0,0.0,0.0,1.0,19,5
2026-01-10 20:00:00,9,10,3,1.0,1.0,0,0,0,0,0,10,8,17,0.0,0.0,0.0,0.0,0.0,500.0,102.0,336.0,0.0,20,5
2026-01-10 21:00:00,10,10,1,1.0,1.0,0,0,0,0,0,11,10,20,0.0,0.0,0.0,0.0,0.0,489.0,500.0,316.0,0.0,21,5
2026-01-10 22:00:00,9,10,1,1.0,1.0,0,0,0,0,0,10,9,18,0.0,0.0,0.0,0.0,0.0,479.0,491.0,298.0,0.0,22,5
2026-01-10 23:00:00,20,20,2,1.0,1.0,21,20,40,0,0,0,0,0,176.0,149.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,23,5
2026-01-11 00:00:00,19,20,3,0.97,1.0,19,19,38,0,0,0,0,0,157.0,130.0,462.0,0.0,0.0,0.0,0.0,0.0,1.0,0,6
2026-01-11 01:00:00,18,20,1,0.97,0.98,18,18,36,0,0,0,0,0,139.0,112.0,426.0,0.0,0.0,0.0,0.0,0.0,1.0,1,6
2026-01-11 02:00:00,20,20,3,0.97,0.98,20,20,40,0,0,0,0,0,119.0,500.0,386.0,0.0,0.0,0.0,0.0,0.0,1.0,2,6
2026-01-11 03:00:00,20,20,1,0.97,0.98,19,20,39,0,0,0,0,0,100.0,480.0,347.0,0.0,0.0,0.0,0.0,0.0,1.0,3,6
2026-01-11 04:00:00,18,20,2,0.97,0.98,18,18,36,0,0,0,0,0,500.0,462.0,311.0,0.0,0.0,0.0,0.0,0.0,1.0,4,6
2026-01-11 05:00:00,19,20,2,0.97,0.98,19,19,37,0,0,0,0,0,481.0,443.0,274.0,0.0,0.0,0.0,0.0,0.0,1.0,5,6
2026-01-11 06:00:00,19,20,1,0.97,1.0,19,19,38,0,0,0,0,0,462.0,424.0,236.0,0.0,0.0,0.0,0.0,0.0,1.0,6,6
2026-01-11 07:00:00,10,10,3,0.97,1.0,0,0,0,0,0,11,10,20,0.0,0.0,0.0,0.0,0.0,468.0,481.0,278.0,0.0,7,6
2026-01-11 08:00:00,20,20,3,1.02,1.0,20,21,40,0,0,0,0,0,442.0,403.0,196.0,0.0,0.0,0.0,0.0,0.0,2.0,8,6
2026-01-11 09:00:00,20,20,1,1.02,1.015,20,21,40,0,0,0,0,0,422.0,382.0,156.0,0.0,0.0,0.0,0.0,0.0,2.0,9,6
2026-01-11 10:00:00,10,10,2,1.02,1.015,0,0,0,0,0,11,10,20,0.0,0.0,0.0,0.0,0.0,457.0,471.0,258.0,0.0,10,6
2026-01-11 11:00:00,16,15,3,1.02,1.015,16,0,0,32,16,0,0,0,406.0,0.0,0.0,377.0,311.0,0.0,0.0,0.0,1.0,11,6
2026-01-11 12:00:00,20,20,2,1.02,1.0,20,21,40,0,0,0,0,0,386.0,361.0,116.0,0.0,0.0,0.0,0.0,0.0,2.0,12,6
2026-01-11 13:00:00,20,20,2,1.02,1.0,20,21,40,0,0,0,0,0,366.0,340.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,13,6
2026-01-11 14:00:00,20,20,2,1.02,1.02,20,21,40,0,0,0,0,0,346.0,319.0,460.0,0.0,0.0,0.0,0.0,0.0,2.0,14,6
2026-01-11 15:00:00,20,20,3,1.02,1.02,20,21,40,0,0,0,0,0,326.0,298.0,420.0,0.0,0.0,0.0,0.0,0.0,2.0,15,6
2026-01-11 16:00:00,16,15,2,1.0,1.02,16,0,0,32,17,0,0,0,310.0,0.0,0.0,345.0,294.0,0.0,0.0,0.0,1.0,16,6
2026-01-11 17:00:00,21,20,2,1.0,1.0,21,21,42,0,0,0,0,0,289.0,277.0,378.0,0.0,0.0,0.0,0.0,0.0,3.0,17,6
2026-01-11 18:00:00,20,20,3,1.0,1.0,20,20,40,0,0,0,0,0,269.0,257.0,338.0,0.0,0.0,0.0,0.0,0.0,1.0,18,6
2026-01-11 19:00:00,20,20,3,1.0,1.0,20,20,40,0,0,0,0,0,249.0,237.0,298.0,0.0,0.0,0.0,0.0,0.0,1.0,19,6
2026-01-11 20:00:00,22,20,2,1.0,1.0,22,22,44,0,0,0,0,0,227.0,215.0,254.0,0.0,0.0,0.0,0.0,0.0,3.0,20,6
2026-01-11 21:00:00,22,20,2,1.0,1.0,22,22,44,0,0,0,0,0,205.0,193.0,210.0,0.0,0.0,0.0,0.0,0.0,3.0,21,6
2026-01-11 22:00:00,21,20,1,1.0,1.0,21,21,42,0,0,0,0,0,184.0,172.0,168.0,0.0,0.0,0.0,0.0,0.0,3.0,22,6
2026-01-11 23:00:00,20,20,2,1.0,1.0,21,20,40,0,0,0,0,0,163.0,152.0,128.0,0.0,0.0,0.0,0.0,0.0,2.0,23,6
2026-01-12 00:00:00,11,10,2,0.97,1.0,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,446.0,460.0,236.0,1.0,0,0
2026-01-12 01:00:00,14,15,2,0.97,0.98,15,0,0,28,14,0,0,0,148.0,0.0,0.0,317.0,280.0,0.0,0.0,0.0,1.0,1,0
2026-01-12 02:00:00,10,10,1,0.97,0.98,0,0,0,0,0,10,11,20,0.0,0.0,0.0,0.0,0.0,436.0,449.0,216.0,0.0,2,0
2026-01-12 03:00:00,20,20,2,0.97,0.98,21,20,39,0,0,0,0,0,127.0,132.0,500.0,0.0,0.0,0.0,0.0,0.0,2.0,3,0
2026-01-12 04:00:00,19,20,1,0.97,0.98,20,19,37,0,0,0,0,0,107.0,113.0,463.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0
2026-01-12 05:00:00,14,15,1,0.97,0.98,14,0,0,28,14,0,0,0,500.0,0.0,0.0,289.0,266.0,0.0,0.0,0.0,1.0,5,0
2026-01-12 06:00:00,17,20,1,0.97,1.0,17,17,34,0,0,0,0,0,483.0,500.0,429.0,0.0,0.0,0.0,0.0,0.0,1.0,6,0
2026-01-12 07:00:00,17,20,1,0.97,1.0,18,17,34,0,0,0,0,0,465.0,483.0,395.0,0.0,0.0,0.0,0.0,0.0,1.0,7,0
2026-01-12 08:00:00,18,20,3,1.02,1.0,18,17,36,0,0,0,0,0,447.0,466.0,359.0,0.0,0.0,0.0,0.0,0.0,1.0,8,0
2026-01-12 09:00:00,18,20,1,1.02,1.015,18,18,36,0,0,0,0,0,429.0,448.0,323.0,0.0,0.0,0.0,0.0,0.0,1.0,9,0
2026-01-12 10:00:00,20,20,2,1.02,1.015,20,21,41,0,0,0,0,0,409.0,427.0,282.0,0.0,0.0,0.0,0.0,0.0,2.0,10,0
2026-01-12 11:00:00,14,15,3,1.02,1.015,14,0,0,28,14,0,0,0,395.0,0.0,0.0,261.0,252.0,0.0,0.0,0.0,1.0,11,0
2026-01-12 12:00:00,14,15,3,1.02,1.0,14,0,0,28,14,0,0,0,381.0,0.0,0.0,233.0,238.0,0.0,0.0,0.0,1.0,12,0
2026-01-12 13:00:00,19,20,2,1.02,1.0,19,19,38,0,0,0,0,0,362.0,408.0,244.0,0.0,0.0,0.0,0.0,0.0,1.0,13,0
2026-01-12 14:00:00,21,20,1,1.02,1.02,21,21,42,0,0,0,0,0,341.0,387.0,202.0,0.0,0.0,0.0,0.0,0.0,3.0,14,0
2026-01-12 15:00:00,9,10,2,1.02,1.02,0,0,0,0,0,9,10,18,0.0,0.0,0.0,0.0,0.0,427.0,439.0,198.0,0.0,15,0
2026-01-12 16:00:00,21,20,1,1.0,1.02,21,21,42,0,0,0,0,0,320.0,366.0,160.0,0.0,0.0,0.0,0.0,0.0,3.0,16,0
2026-01-12 17:00:00,20,20,3,1.0,1.0,20,20,40,0,0,0,0,0,300.0,346.0,120.0,0.0,0.0,0.0,0.0,0.0,1.0,17,0
2026-01-12 18:00:00,19,20,3,1.0,1.0,19,19,38,0,0,0,0,0,281.0,327.0,500.0,0.0,0.0,0.0,0.0,0.0,1.0,18,0
2026-01-12 19:00:00,15,15,3,1.0,1.0,15,0,0,30,15,0,0,0,266.0,0.0,0.0,203.0,223.0,0.0,0.0,0.0,1.0,19,0
2026-01-12 20:00:00,10,10,3,1.0,1.0,0,0,0,0,0,10,11,20,0.0,0.0,0.0,0.0,0.0,417.0,428.0,178.0,0.0,20,0
2026-01-12 21:00:00,10,10,2,1.0,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,407.0,418.0,158.0,0.0,21,0
2026-01-12 22:00:00,10,10,3,1.0,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,397.0,408.0,138.0,0.0,22,0
2026-01-12 23:00:00,9,10,2,1.0,1.0,0,0,0,0,0,9,10,18,0.0,0.0,0.0,0.0,0.0,388.0,398.0,120.0,0.0,23,0
2026-01-13 00:00:00,19,20,2,0.97,1.0,19,18,37,0,0,0,0,0,247.0,309.0,463.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1
2026-01-13 01:00:00,10,10,3,0.97,0.98,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,378.0,388.0,100.0,0.0,1,1
2026-01-13 02:00:00,11,10,1,0.97,0.98,0,0,0,0,0,11,11,21,0.0,0.0,0.0,0.0,0.0,367.0,377.0,500.0,1.0,2,1
2026-01-13 03:00:00,14,15,3,0.97,0.98,14,0,0,28,14,0,0,0,233.0,0.0,0.0,175.0,209.0,0.0,0.0,0.0,1.0,3,1
2026-01-13 04:00:00,11,10,2,0.97,0.98,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,356.0,366.0,478.0,1.0,4,1
2026-01-13 05:00:00,9,10,3,0.97,0.98,0,0,0,0,0,9,9,18,0.0,0.0,0.0,0.0,0.0,347.0,357.0,460.0,0.0,5,1
2026-01-13 06:00:00,9,10,2,0.97,1.0,0,0,0,0,0,9,8,18,0.0,0.0,0.0,0.0,0.0,338.0,349.0,442.0,0.0,6,1
2026-01-13 07:00:00,20,20,2,0.97,1.0,20,19,39,0,0,0,0,0,213.0,290.0,424.0,0.0,0.0,0.0,0.0,0.0,1.0,7,1
2026-01-13 08:00:00,16,15,2,1.02,1.0,16,0,0,32,16,0,0,0,197.0,0.0,0.0,143.0,193.0,0.0,0.0,0.0,1.0,8,1
2026-01-13 09:00:00,15,15,3,1.02,1.015,15,0,0,30,15,0,0,0,182.0,0.0,0.0,113.0,178.0,0.0,0.0,0.0,1.0,9,1
2026-01-13 10:00:00,15,15,1,1.02,1.015,15,0,0,29,15,0,0,0,167.0,0.0,0.0,500.0,163.0,0.0,0.0,0.0,1.0,10,1
2026-01-13 11:00:00,15,15,2,1.02,1.015,15,0,0,29,15,0,0,0,152.0,0.0,0.0,471.0,148.0,0.0,0.0,0.0,1.0,11,1
2026-01-13 12:00:00,14,15,1,1.02,1.0,14,0,0,28,14,0,0,0,138.0,0.0,0.0,443.0,134.0,0.0,0.0,0.0,1.0,12,1
2026-01-13 13:00:00,15,15,2,1.02,1.0,15,0,0,30,15,0,0,0,123.0,0.0,0.0,413.0,119.0,0.0,0.0,0.0,1.0,13,1
2026-01-13 14:00:00,16,15,3,1.02,1.02,16,0,0,32,16,0,0,0,107.0,0.0,0.0,381.0,103.0,0.0,0.0,0.0,1.0,14,1
2026-01-13 15:00:00,10,10,3,1.02,1.02,0,0,0,0,0,10,10,21,0.0,0.0,0.0,0.0,0.0,328.0,339.0,421.0,1.0,15,1
2026-01-13 16:00:00,11,10,1,1.0,1.02,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,317.0,328.0,399.0,1.0,16,1
2026-01-13 17:00:00,11,10,3,1.0,1.0,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,306.0,317.0,377.0,1.0,17,1
2026-01-13 18:00:00,11,10,3,1.0,1.0,0,0,0,0,0,11,12,22,0.0,0.0,0.0,0.0,0.0,295.0,305.0,355.0,1.0,18,1
2026-01-13 19:00:00,16,15,3,1.0,1.0,16,0,0,32,16,0,0,0,500.0,0.0,0.0,349.0,500.0,0.0,0.0,0.0,1.0,19,1
2026-01-13 20:00:00,10,10,1,1.0,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,285.0,295.0,335.0,0.0,20,1
2026-01-13 21:00:00,10,10,1,1.0,1.0,0,0,0,0,0,10,11,21,0.0,0.0,0.0,0.0,0.0,275.0,284.0,314.0,1.0,21,1
2026-01-13 22:00:00,10,10,1,1.0,1.0,0,0,0,0,0,10,11,20,0.0,0.0,0.0,0.0,0.0,265.0,273.0,294.0,0.0,22,1
2026-01-13 23:00:00,11,10,3,1.0,1.0,0,0,0,0,0,11,12,22,0.0,0.0,0.0,0.0,0.0,254.0,261.0,272.0,1.0,23,1
2026-01-14 00:00:00,10,10,3,0.97,1.0,0,0,0,0,0,10,11,20,0.0,0.0,0.0,0.0,0.0,244.0,250.0,252.0,0.0,0,2
2026-01-14 01:00:00,10,10,2,0.97,0.98,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,234.0,240.0,232.0,0.0,1,2
2026-01-14 02:00:00,16,15,2,0.97,0.98,16,0,0,31,16,0,0,0,484.0,0.0,0.0,318.0,484.0,0.0,0.0,0.0,1.0,2,2
2026-01-14 03:00:00,10,10,2,0.97,0.98,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,224.0,230.0,212.0,0.0,3,2
2026-01-14 04:00:00,10,10,1,0.97,0.98,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,214.0,220.0,192.0,0.0,4,2
2026-01-14 05:00:00,15,15,1,0.97,0.98,15,0,0,30,16,0,0,0,469.0,0.0,0.0,288.0,468.0,0.0,0.0,0.0,1.0,5,2
2026-01-14 06:00:00,20,20,1,0.97,1.0,20,20,39,0,0,0,0,0,449.0,270.0,385.0,0.0,0.0,0.0,0.0,0.0,1.0,6,2
2026-01-14 07:00:00,20,20,2,0.97,1.0,20,20,39,0,0,0,0,0,429.0,250.0,346.0,0.0,0.0,0.0,0.0,0.0,1.0,7,2
2026-01-14 08:00:00,22,20,3,1.02,1.0,22,22,44,0,0,0,0,0,407.0,228.0,302.0,0.0,0.0,0.0,0.0,0.0,3.0,8,2
2026-01-14 09:00:00,12,10,1,1.02,1.015,0,0,0,0,0,12,13,24,0.0,0.0,0.0,0.0,0.0,202.0,207.0,168.0,1.0,9,2
2026-01-14 10:00:00,18,15,1,1.02,1.015,18,0,0,36,19,0,0,0,389.0,0.0,0.0,252.0,449.0,0.0,0.0,0.0,1.0,10,2
2026-01-14 11:00:00,17,15,2,1.02,1.015,17,0,0,34,18,0,0,0,372.0,0.0,0.0,218.0,431.0,0.0,0.0,0.0,1.0,11,2
2026-01-14 12:00:00,17,15,3,1.02,1.0,17,0,0,34,17,0,0,0,355.0,0.0,0.0,184.0,414.0,0.0,0.0,0.0,1.0,12,2
2026-01-14 13:00:00,16,15,1,1.02,1.0,16,0,0,32,16,0,0,0,339.0,0.0,0.0,152.0,398.0,0.0,0.0,0.0,1.0,13,2
2026-01-14 14:00:00,12,10,3,1.02,1.02,0,0,0,0,0,13,12,25,0.0,0.0,0.0,0.0,0.0,189.0,195.0,143.0,1.0,14,2
2026-01-14 15:00:00,16,15,1,1.02,1.02,16,0,0,32,16,0,0,0,323.0,0.0,0.0,120.0,382.0,0.0,0.0,0.0,1.0,15,2
2026-01-14 16:00:00,11,10,2,1.0,1.02,0,0,0,0,0,12,11,22,0.0,0.0,0.0,0.0,0.0,177.0,184.0,121.0,1.0,16,2
2026-01-14 17:00:00,11,10,2,1.0,1.0,0,0,0,0,0,11,11,22,0.0,0.0,0.0,0.0,0.0,166.0,173.0,500.0,1.0,17,2
2026-01-14 18:00:00,10,10,1,1.0,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,156.0,163.0,480.0,0.0,18,2
2026-01-14 19:00:00,12,10,2,1.0,1.0,0,0,0,0,0,12,12,24,0.0,0.0,0.0,0.0,0.0,144.0,151.0,456.0,1.0,19,2
2026-01-14 20:00:00,10,10,1,1.0,1.0,0,0,0,0,0,10,10,20,0.0,0.0,0.0,0.0,0.0,134.0,141.0,436.0,0.0,20,2
2026-01-14 21:00:00,9,10,1,1.0,1.0,0,0,0,0,0,10,9,18,0.0,0.0,0.0,0.0,0.0,124.0,132.0,418.0,0.0,21,2
2026-01-14 22:00:00,10,10,3,1.0,1.0,0,0,0,0,0,11,10,20,0.0,0.0,0.0,0.0,0.0,113.0,122.0,398.0,0.0,22,2
2026-01-14 23:00:00,11,10,1,1.0,1.0,0,0,0,0,0,12,11,22,0.0,0.0,0.0,0.0,0.0,101.0,111.0,376.0,1.0,23,2
2026-01-15 00:00:00,16,15,1,0.97,1.0,16,0,0,32,16,0,0,0,307.0,0.0,0.0,500.0,366.0,0.0,0.0,0.0,1.0,0,3
2026-01-15 01:00:00,20,20,3,0.97,0.98,20,20,39,0,0,0,0,0,287.0,208.0,263.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3
2026-01-15 02:00:00,15,15,3,0.97,0.98,16,0,0,30,14,0,0,0,271.0,0.0,0.0,470.0,352.0,0.0,0.0,0.0,1.0,2,3
