timestamp,vehicle_type,planned_output,actual_output,priority,shift_factor,hour_factor,production_execution_error
2026-01-17 05:00:00,C车型,10,9,3,0.97,0.98,-0.048
2026-01-17 06:00:00,C车型,10,9,3,0.97,1.0,-0.5659
2026-01-17 07:00:00,C车型,10,10,2,0.97,1.0,0.0876
2026-01-17 08:00:00,B车型,15,16,2,1.02,1.0,0.8522
2026-01-17 09:00:00,C车型,10,11,1,1.02,1.015,0.5952
2026-01-17 10:00:00,C车型,10,11,2,1.02,1.015,0.5274
2026-01-17 11:00:00,C车型,10,11,3,1.02,1.015,0.4536
2026-01-17 12:00:00,C车型,10,12,3,1.02,1.0,1.3747
2026-01-17 13:00:00,C车型,10,9,3,1.02,1.0,-0.7471
2026-01-17 14:00:00,C车型,10,10,3,1.02,1.02,-0.8136
2026-01-17 15:00:00,C车型,10,9,3,1.02,1.02,-1.1085
2026-01-17 16:00:00,C车型,10,9,3,1.0,1.02,-1.2695
2026-01-17 17:00:00,C车型,10,9,3,1.0,1.0,-1.4441
2026-01-17 18:00:00,C车型,10,8,1,1.0,1.0,-1.8399
2026-01-17 19:00:00,A车型,20,19,1,1.0,1.0,-0.8002
2026-01-17 20:00:00,A车型,20,19,1,1.0,1.0,-1.0417
2026-01-17 21:00:00,A车型,20,19,1,1.0,1.0,-1.1569
2026-01-17 22:00:00,A车型,20,20,1,1.0,1.0,-0.3062
2026-01-17 23:00:00,C车型,10,9,3,1.0,1.0,-1.3026
2026-01-18 00:00:00,C车型,10,8,3,0.97,1.0,-2.0482
2026-01-18 01:00:00,C车型,10,8,3,0.97,0.98,-1.6231
2026-01-18 02:00:00,C车型,10,8,1,0.97,0.98,-1.0456
2026-01-18 03:00:00,C车型,10,8,1,0.97,0.98,-1.0171
2026-01-18 04:00:00,A车型,20,18,3,0.97,0.98,-0.5936
2026-01-18 05:00:00,A车型,20,17,2,0.97,0.98,-1.8837
2026-01-18 06:00:00,C车型,10,8,2,0.97,1.0,-1.5813
2026-01-18 07:00:00,B车型,15,15,1,0.97,1.0,0.6346
2026-01-18 08:00:00,B车型,15,16,1,1.02,1.0,0.6285
2026-01-18 09:00:00,B车型,15,15,1,1.02,1.015,-0.3699
2026-01-18 10:00:00,B车型,15,15,1,1.02,1.015,-0.8375
2026-01-18 11:00:00,C车型,10,10,1,1.02,1.015,0.0194
2026-01-18 12:00:00,B车型,15,14,1,1.02,1.0,-1.1919
2026-01-18 13:00:00,B车型,15,15,3,1.02,1.0,-0.1306
2026-01-18 14:00:00,B车型,15,16,1,1.02,1.02,0.4107
2026-01-18 15:00:00,B车型,15,16,2,1.02,1.02,0.5683
2026-01-18 16:00:00,B车型,15,16,1,1.0,1.02,0.6779
2026-01-18 17:00:00,B车型,15,14,1,1.0,1.0,-0.7293
2026-01-18 18:00:00,A车型,20,20,3,1.0,1.0,0.3623
2026-01-18 19:00:00,A车型,20,18,2,1.0,1.0,-2.0973
2026-01-18 20:00:00,A车型,20,18,2,1.0,1.0,-1.5903
2026-01-18 21:00:00,A车型,20,19,2,1.0,1.0,-1.0818
2026-01-18 22:00:00,C车型,10,9,3,1.0,1.0,-0.6181
2026-01-18 23:00:00,C车型,10,10,3,1.0,1.0,-0.1968
2026-01-19 00:00:00,C车型,10,8,2,0.97,1.0,-1.346
2026-01-19 01:00:00,C车型,10,10,2,0.97,0.98,0.3533
2026-01-19 02:00:00,C车型,10,11,2,0.97,0.98,1.6469
2026-01-19 03:00:00,C车型,10,10,3,0.97,0.98,0.1197
2026-01-19 04:00:00,C车型,10,9,3,0.97,0.98,-0.4593
2026-01-19 05:00:00,A车型,20,18,2,0.97,0.98,-0.6222
2026-01-19 06:00:00,A车型,20,18,3,0.97,1.0,-1.6705
2026-01-19 07:00:00,A车型,20,18,3,0.97,1.0,-1.4421
2026-01-19 08:00:00,A车型,20,19,2,1.02,1.0,-1.3171
2026-01-19 09:00:00,B车型,15,15,2,1.02,1.015,-0.8951
2026-01-19 10:00:00,C车型,10,11,1,1.02,1.015,0.6212
2026-01-19 11:00:00,C车型,10,11,2,1.02,1.015,0.9113
2026-01-19 12:00:00,C车型,10,11,1,1.02,1.0,1.2511
2026-01-19 13:00:00,B车型,15,17,1,1.02,1.0,2.1282
2026-01-19 14:00:00,B车型,15,18,2,1.02,1.02,2.4573
2026-01-19 15:00:00,B车型,15,17,1,1.02,1.02,1.5471
2026-01-19 16:00:00,B车型,15,17,1,1.0,1.02,1.2585
2026-01-19 17:00:00,C车型,10,11,3,1.0,1.0,0.7342
2026-01-19 18:00:00,A车型,20,21,1,1.0,1.0,0.8189
2026-01-19 19:00:00,A车型,20,19,1,1.0,1.0,-0.9012
2026-01-19 20:00:00,B车型,15,13,2,1.0,1.0,-1.8393
2026-01-19 21:00:00,B车型,15,14,3,1.0,1.0,-1.3414
2026-01-19 22:00:00,B车型,15,15,1,1.0,1.0,-0.2254
2026-01-19 23:00:00,B车型,15,15,1,1.0,1.0,-0.4588
2026-01-20 00:00:00,C车型,10,9,3,0.97,1.0,-0.6669
2026-01-20 01:00:00,C车型,10,9,3,0.97,0.98,-0.2338
2026-01-20 02:00:00,B车型,15,14,2,0.97,0.98,0.0651
2026-01-20 03:00:00,B车型,15,14,3,0.97,0.98,-0.7397
2026-01-20 04:00:00,A车型,20,19,3,0.97,0.98,-0.3752
2026-01-20 05:00:00,A车型,20,18,3,0.97,0.98,-0.7038
2026-01-20 06:00:00,A车型,20,17,3,0.97,1.0,-1.9358
2026-01-20 07:00:00,A车型,20,19,1,0.97,1.0,-0.5769
2026-01-20 08:00:00,B车型,15,14,2,1.02,1.0,-1.2037
2026-01-20 09:00:00,B车型,15,14,1,1.02,1.015,-1.2001
2026-01-20 10:00:00,B车型,15,15,1,1.02,1.015,-0.15
2026-01-20 11:00:00,B车型,15,15,3,1.02,1.015,-0.5626
2026-01-20 12:00:00,B车型,15,14,2,1.02,1.0,-1.0087
2026-01-20 13:00:00,B车型,15,14,2,1.02,1.0,-1.1205
2026-01-20 14:00:00,B车型,15,14,2,1.02,1.02,-1.3134
2026-01-20 15:00:00,B车型,15,15,1,1.02,1.02,-0.7046
2026-01-20 16:00:00,B车型,15,14,1,1.0,1.02,-1.173
2026-01-20 17:00:00,B车型,15,15,2,1.0,1.0,-0.2471
2026-01-20 18:00:00,B车型,15,15,1,1.0,1.0,0.0596
2026-01-20 19:00:00,B车型,15,15,1,1.0,1.0,-0.2742
2026-01-20 20:00:00,B车型,15,15,2,1.0,1.0,0.4415
2026-01-20 21:00:00,B车型,15,16,1,1.0,1.0,1.0329
2026-01-20 22:00:00,C车型,10,11,1,1.0,1.0,1.0161
2026-01-20 23:00:00,C车型,10,11,2,1.0,1.0,1.0092
2026-01-21 00:00:00,C车型,10,10,2,0.97,1.0,-0.1256
2026-01-21 01:00:00,C车型,10,9,2,0.97,0.98,-0.5763
2026-01-21 02:00:00,A车型,20,18,3,0.97,0.98,-0.7876
2026-01-21 03:00:00,A车型,20,21,1,0.97,0.98,1.5581
2026-01-21 04:00:00,C车型,10,9,2,0.97,0.98,-0.0309
2026-01-21 05:00:00,A车型,20,19,3,0.97,0.98,0.0503
2026-01-21 06:00:00,B车型,15,15,2,0.97,1.0,-0.0245
2026-01-21 07:00:00,B车型,15,15,1,0.97,1.0,0.7785
2026-01-21 08:00:00,B车型,15,17,3,1.02,1.0,1.2386
2026-01-21 09:00:00,A车型,20,22,2,1.02,1.015,1.0618
2026-01-21 10:00:00,A车型,20,22,3,1.02,1.015,1.4374
2026-01-21 11:00:00,B车型,15,16,3,1.02,1.015,0.6073
2026-01-21 12:00:00,B车型,15,17,1,1.02,1.0,1.5205
2026-01-21 13:00:00,B车型,15,17,1,1.02,1.0,2.0095
2026-01-21 14:00:00,C车型,10,11,1,1.02,1.02,0.6954
2026-01-21 15:00:00,C车型,10,12,2,1.02,1.02,1.151
2026-01-21 16:00:00,A车型,20,21,1,1.0,1.02,0.9873
2026-01-21 17:00:00,A车型,20,20,3,1.0,1.0,0.3376
2026-01-21 18:00:00,A车型,20,21,2,1.0,1.0,0.7691
2026-01-21 19:00:00,A车型,20,20,2,1.0,1.0,-0.1357
2026-01-21 20:00:00,A车型,20,19,3,1.0,1.0,-0.8302
2026-01-21 21:00:00,A车型,20,19,1,1.0,1.0,-1.1299
2026-01-21 22:00:00,A车型,20,19,2,1.0,1.0,-0.8794
2026-01-21 23:00:00,C车型,10,8,3,1.0,1.0,-1.5345
2026-01-22 00:00:00,C车型,10,8,2,0.97,1.0,-1.2635
2026-01-22 01:00:00,C车型,10,7,3,0.97,0.98,-2.5575
2026-01-22 02:00:00,C车型,10,7,1,0.97,0.98,-2.1143
2026-01-22 03:00:00,C车型,10,7,1,0.97,0.98,-2.2982
2026-01-22 04:00:00,A车型,20,16,1,0.97,0.98,-2.9619
2026-01-22 05:00:00,A车型,20,16,3,0.97,0.98,-2.7011
2026-01-22 06:00:00,A车型,20,19,2,0.97,1.0,-0.7501
2026-01-22 07:00:00,B车型,15,15,3,0.97,1.0,0.9285
2026-01-22 08:00:00,A车型,20,21,3,1.02,1.0,0.1391
2026-01-22 09:00:00,A车型,20,21,2,1.02,1.015,0.5617
2026-01-22 10:00:00,B车型,15,16,3,1.02,1.015,0.4714
2026-01-22 11:00:00,B车型,15,15,2,1.02,1.015,-0.4724
2026-01-22 12:00:00,B车型,15,14,2,1.02,1.0,-1.582
2026-01-22 13:00:00,C车型,10,9,3,1.02,1.0,-0.7233
2026-01-22 14:00:00,C车型,10,10,2,1.02,1.02,-0.3048
2026-01-22 15:00:00,C车型,10,10,3,1.02,1.02,-0.5654
2026-01-22 16:00:00,A车型,20,20,2,1.0,1.02,-0.7018
2026-01-22 17:00:00,B车型,15,13,2,1.0,1.0,-1.8961
2026-01-22 18:00:00,C车型,10,8,3,1.0,1.0,-1.7016
2026-01-22 19:00:00,C车型,10,9,3,1.0,1.0,-0.9376
2026-01-22 20:00:00,B车型,15,14,3,1.0,1.0,-0.7922
2026-01-22 21:00:00,B车型,15,15,3,1.0,1.0,-0.3889
2026-01-22 22:00:00,B车型,15,14,3,1.0,1.0,-1.2885
2026-01-22 23:00:00,B车型,15,14,3,1.0,1.0,-1.3773
2026-01-23 00:00:00,C车型,10,9,1,0.97,1.0,-0.6833
2026-01-23 01:00:00,C车型,10,8,2,0.97,0.98,-1.1063
2026-01-23 02:00:00,C车型,10,8,3,0.97,0.98,-1.4981
2026-01-23 03:00:00,C车型,10,8,2,0.97,0.98,-1.3912
2026-01-23 04:00:00,A车型,20,19,1,0.97,0.98,-0.2627
2026-01-23 05:00:00,A车型,20,19,1,0.97,0.98,-0.3265
2026-01-23 06:00:00,A车型,20,19,2,0.97,1.0,-0.6019
2026-01-23 07:00:00,A车型,20,20,1,0.97,1.0,0.3956
2026-01-23 08:00:00,A车型,20,20,3,1.02,1.0,-0.0483
2026-01-23 09:00:00,A车型,20,20,3,1.02,1.015,-0.7585
2026-01-23 10:00:00,A车型,20,21,1,1.02,1.015,-0.1862
2026-01-23 11:00:00,C车型,10,10,1,1.02,1.015,-0.2956
2026-01-23 12:00:00,B车型,15,16,3,1.02,1.0,0.2587
2026-01-23 13:00:00,B车型,15,15,1,1.02,1.0,-0.5582
2026-01-23 14:00:00,B车型,15,15,2,1.02,1.02,-0.5491
2026-01-23 15:00:00,A车型,20,21,1,1.02,1.02,0.1019
2026-01-23 16:00:00,C车型,10,12,2,1.0,1.02,1.6581
2026-01-23 17:00:00,C车型,10,12,2,1.0,1.0,2.1909
2026-01-23 18:00:00,C车型,10,11,1,1.0,1.0,1.1033
2026-01-23 19:00:00,C车型,10,10,2,1.0,1.0,-0.1993
2026-01-23 20:00:00,C车型,10,12,1,1.0,1.0,1.7069
2026-01-23 21:00:00,C车型,10,11,3,1.0,1.0,0.758
2026-01-23 22:00:00,B车型,15,14,2,1.0,1.0,-0.8454
2026-01-23 23:00:00,B车型,15,15,1,1.0,1.0,-0.199
2026-01-24 00:00:00,B车型,15,14,3,0.97,1.0,-0.7076
2026-01-24 01:00:00,B车型,15,13,1,0.97,0.98,-1.0138
2026-01-24 02:00:00,B车型,15,12,3,0.97,0.98,-2.1208
2026-01-24 03:00:00,B车型,15,12,3,0.97,0.98,-2.0256
2026-01-24 04:00:00,B车型,15,12,2,0.97,0.98,-2.3769
2026-01-24 05:00:00,B车型,15,12,3,0.97,0.98,-1.9486
2026-01-24 06:00:00,B车型,15,13,2,0.97,1.0,-1.2847
2026-01-24 07:00:00,C车型,10,9,1,0.97,1.0,-0.5922
2026-01-24 08:00:00,C车型,10,10,3,1.02,1.0,0.1851
2026-01-24 09:00:00,A车型,20,21,3,1.02,1.015,-0.0735
2026-01-24 10:00:00,A车型,20,20,3,1.02,1.015,-0.4832
2026-01-24 11:00:00,A车型,20,20,2,1.02,1.015,-0.4258
2026-01-24 12:00:00,A车型,20,19,2,1.02,1.0,-1.3182
2026-01-24 13:00:00,C车型,10,9,2,1.02,1.0,-1.0479
2026-01-24 14:00:00,B车型,15,16,3,1.02,1.02,0.045
2026-01-24 15:00:00,C车型,10,11,2,1.02,1.02,0.3275
2026-01-24 16:00:00,B车型,15,15,3,1.0,1.02,-0.0618
2026-01-24 17:00:00,B车型,15,14,1,1.0,1.0,-1.0015
2026-01-24 18:00:00,A车型,20,19,2,1.0,1.0,-1.3842
2026-01-24 19:00:00,C车型,10,11,3,1.0,1.0,1.0239
2026-01-24 20:00:00,B车型,15,16,3,1.0,1.0,1.0228
2026-01-24 21:00:00,C车型,10,11,2,1.0,1.0,1.3403
2026-01-24 22:00:00,A车型,20,21,3,1.0,1.0,0.8051
2026-01-24 23:00:00,B车型,15,15,2,1.0,1.0,-0.4508
2026-01-25 00:00:00,C车型,10,8,3,0.97,1.0,-1.3625
2026-01-25 01:00:00,C车型,10,9,2,0.97,0.98,-0.6778
2026-01-25 02:00:00,C车型,10,10,2,0.97,0.98,0.0622
2026-01-25 03:00:00,C车型,10,10,1,0.97,0.98,0.1264
2026-01-25 04:00:00,C车型,10,10,2,0.97,0.98,0.7838
2026-01-25 05:00:00,B车型,15,15,2,0.97,0.98,0.3412
2026-01-25 06:00:00,B车型,15,14,1,0.97,1.0,-0.1037
2026-01-25 07:00:00,B车型,15,16,2,0.97,1.0,0.9515
2026-01-25 08:00:00,A车型,20,20,2,1.02,1.0,-0.7853
2026-01-25 09:00:00,B车型,15,14,3,1.02,1.015,-1.1565
2026-01-25 10:00:00,B车型,15,15,3,1.02,1.015,-0.6849
2026-01-25 11:00:00,C车型,10,9,2,1.02,1.015,-1.5928
2026-01-25 12:00:00,C车型,10,8,2,1.02,1.0,-2.1198
2026-01-25 13:00:00,C车型,10,9,3,1.02,1.0,-1.6297
2026-01-25 14:00:00,A车型,20,20,2,1.02,1.02,-0.8682
2026-01-25 15:00:00,A车型,20,20,1,1.02,1.02,-0.7509
2026-01-25 16:00:00,B车型,15,13,1,1.0,1.02,-1.8371
2026-01-25 17:00:00,B车型,15,13,3,1.0,1.0,-2.1694
2026-01-25 18:00:00,B车型,15,13,2,1.0,1.0,-1.6762
2026-01-25 19:00:00,B车型,15,12,2,1.0,1.0,-2.6811
2026-01-25 20:00:00,B车型,15,14,3,1.0,1.0,-1.3821
2026-01-25 21:00:00,C车型,10,9,3,1.0,1.0,-0.9009
2026-01-25 22:00:00,B车型,15,14,2,1.0,1.0,-1.2254
2026-01-25 23:00:00,A车型,20,19,3,1.0,1.0,-1.244
2026-01-26 00:00:00,A车型,20,19,2,0.97,1.0,-0.2964
2026-01-26 01:00:00,A车型,20,19,2,0.97,0.98,-0.3481
2026-01-26 02:00:00,A车型,20,19,3,0.97,0.98,0.193
2026-01-26 03:00:00,A车型,20,19,1,0.97,0.98,-0.1383
2026-01-26 04:00:00,A车型,20,18,1,0.97,0.98,-1.126
2026-01-26 05:00:00,A车型,20,17,1,0.97,0.98,-1.8461
2026-01-26 06:00:00,A车型,20,21,2,0.97,1.0,1.1327
2026-01-26 07:00:00,A车型,20,20,3,0.97,1.0,0.5536
2026-01-26 08:00:00,A车型,20,21,2,1.02,1.0,0.5868
2026-01-26 09:00:00,B车型,15,17,3,1.02,1.015,1.3177
2026-01-26 10:00:00,B车型,15,17,3,1.02,1.015,1.1421
2026-01-26 11:00:00,B车型,15,17,3,1.02,1.015,1.1582
2026-01-26 12:00:00,A车型,20,20,1,1.02,1.0,-0.4597
2026-01-26 13:00:00,A车型,20,20,2,1.02,1.0,-0.3276
2026-01-26 14:00:00,A车型,20,20,1,1.02,1.02,-0.7855
2026-01-26 15:00:00,A车型,20,20,1,1.02,1.02,-0.7585
2026-01-26 16:00:00,A车型,20,21,3,1.0,1.02,0.9587
2026-01-26 17:00:00,A车型,20,20,2,1.0,1.0,0.3005
2026-01-26 18:00:00,A车型,20,20,1,1.0,1.0,0.2097
2026-01-26 19:00:00,A车型,20,20,3,1.0,1.0,-0.1287
2026-01-26 20:00:00,A车型,20,20,3,1.0,1.0,0.4172
2026-01-26 21:00:00,B车型,15,16,3,1.0,1.0,0.5053
2026-01-26 22:00:00,A车型,20,23,3,1.0,1.0,2.7203
2026-01-26 23:00:00,A车型,20,23,2,1.0,1.0,2.7765
2026-01-27 00:00:00,A车型,20,21,3,0.97,1.0,1.5994
2026-01-27 01:00:00,A车型,20,20,1,0.97,0.98,1.2597
2026-01-27 02:00:00,A车型,20,20,2,0.97,0.98,0.9423
2026-01-27 03:00:00,B车型,15,15,2,0.97,0.98,0.3351
2026-01-27 04:00:00,B车型,15,14,1,0.97,0.98,0.0747
2026-01-27 05:00:00,B车型,15,14,2,0.97,0.98,0.2152
2026-01-27 06:00:00,B车型,15,16,3,0.97,1.0,1.4343
2026-01-27 07:00:00,B车型,15,18,2,0.97,1.0,3.7569
2026-01-27 08:00:00,B车型,15,19,3,1.02,1.0,3.2577
2026-01-27 09:00:00,B车型,15,19,3,1.02,1.015,3.0064
2026-01-27 10:00:00,C车型,10,14,3,1.02,1.015,3.6406
2026-01-27 11:00:00,C车型,10,13,2,1.02,1.015,2.2456
2026-01-27 12:00:00,B车型,15,17,3,1.02,1.0,1.37
2026-01-27 13:00:00,B车型,15,16,3,1.02,1.0,0.4318
2026-01-27 14:00:00,B车型,15,17,3,1.02,1.02,1.0055
2026-01-27 15:00:00,A车型,20,21,1,1.02,1.02,-0.1962
2026-01-27 16:00:00,A车型,20,22,2,1.0,1.02,1.6221
2026-01-27 17:00:00,A车型,20,20,2,1.0,1.0,0.2156
2026-01-27 18:00:00,B车型,15,15,1,1.0,1.0,-0.1361
2026-01-27 19:00:00,B车型,15,15,3,1.0,1.0,0.2883
2026-01-27 20:00:00,C车型,10,11,3,1.0,1.0,0.7129
2026-01-27 21:00:00,C车型,10,11,2,1.0,1.0,0.9332
2026-01-27 22:00:00,C车型,10,10,2,1.0,1.0,0.1137
2026-01-27 23:00:00,A车型,20,20,3,1.0,1.0,0.2472
2026-01-28 00:00:00,A车型,20,20,2,0.97,1.0,0.3732
2026-01-28 01:00:00,A车型,20,20,3,0.97,0.98,0.932
2026-01-28 02:00:00,A车型,20,19,1,0.97,0.98,-0.1085
2026-01-28 03:00:00,C车型,10,9,1,0.97,0.98,-0.3525
2026-01-28 04:00:00,C车型,10,10,2,0.97,0.98,0.4212
2026-01-28 05:00:00,C车型,10,10,2,0.97,0.98,0.0877
2026-01-28 06:00:00,C车型,10,11,2,0.97,1.0,0.8145
2026-01-28 07:00:00,C车型,10,10,1,0.97,1.0,0.1077
2026-01-28 08:00:00,C车型,10,11,3,1.02,1.0,1.2832
2026-01-28 09:00:00,C车型,10,11,2,1.02,1.015,0.355
2026-01-28 10:00:00,C车型,10,10,1,1.02,1.015,-0.2988
2026-01-28 11:00:00,A车型,20,21,1,1.02,1.015,0.1139
2026-01-28 12:00:00,B车型,15,16,1,1.02,1.0,0.6408
2026-01-28 13:00:00,A车型,20,20,2,1.02,1.0,-0.6094
2026-01-28 14:00:00,C车型,10,9,2,1.02,1.02,-1.2587
2026-01-28 15:00:00,C车型,10,8,1,1.02,1.02,-2.4542
2026-01-28 16:00:00,C车型,10,10,2,1.0,1.02,-0.5331
2026-01-28 17:00:00,C车型,10,9,2,1.0,1.0,-0.8472
2026-01-28 18:00:00,A车型,20,18,3,1.0,1.0,-1.631
2026-01-28 19:00:00,A车型,20,19,2,1.0,1.0,-1.0758
2026-01-28 20:00:00,B车型,15,14,3,1.0,1.0,-0.7767
2026-01-28 21:00:00,A车型,20,19,2,1.0,1.0,-1.347
2026-01-28 22:00:00,A车型,20,19,2,1.0,1.0,-1.2828
2026-01-28 23:00:00,A车型,20,19,1,1.0,1.0,-1.1026
2026-01-29 00:00:00,A车型,20,18,1,0.97,1.0,-1.5404
2026-01-29 01:00:00,A车型,20,19,1,0.97,0.98,-0.1079
2026-01-29 02:00:00,A车型,20,20,3,0.97,0.98,0.6089
2026-01-29 03:00:00,C车型,10,10,2,0.97,0.98,0.0716
2026-01-29 04:00:00,C车型,10,7,2,0.97,0.98,-2.0881
2026-01-29 05:00:00,C车型,10,8,2,0.97,0.98,-1.7397
2026-01-29 06:00:00,C车型,10,8,3,0.97,1.0,-1.973
2026-01-29 07:00:00,C车型,10,10,1,0.97,1.0,-0.0011
2026-01-29 08:00:00,C车型,10,10,2,1.02,1.0,-0.5032
2026-01-29 09:00:00,C车型,10,9,2,1.02,1.015,-1.0982
2026-01-29 10:00:00,C车型,10,9,2,1.02,1.015,-1.4146
2026-01-29 11:00:00,B车型,15,14,1,1.02,1.015,-1.9951
2026-01-29 12:00:00,B车型,15,14,2,1.02,1.0,-1.7515
2026-01-29 13:00:00,C车型,10,7,1,1.02,1.0,-3.333
2026-01-29 14:00:00,A车型,20,18,1,1.02,1.02,-2.6835
2026-01-29 15:00:00,A车型,20,21,2,1.02,1.02,0.0645
2026-01-29 16:00:00,A车型,20,21,1,1.0,1.02,0.7231
2026-01-29 17:00:00,B车型,15,15,3,1.0,1.0,-0.081
2026-01-29 18:00:00,C车型,10,10,1,1.0,1.0,-0.3378
2026-01-29 19:00:00,C车型,10,10,3,1.0,1.0,-0.3046
2026-01-29 20:00:00,C车型,10,10,3,1.0,1.0,0.4875
2026-01-29 21:00:00,C车型,10,10,3,1.0,1.0,-0.0557
2026-01-29 22:00:00,C车型,10,8,2,1.0,1.0,-1.5914
2026-01-29 23:00:00,C车型,10,7,3,1.0,1.0,-2.6772
2026-01-30 00:00:00,C车型,10,7,2,0.97,1.0,-2.6622
2026-01-30 01:00:00,A车型,20,16,1,0.97,0.98,-3.1102
2026-01-30 02:00:00,A车型,20,18,3,0.97,0.98,-1.3723
2026-01-30 03:00:00,A车型,20,19,2,0.97,0.98,-0.4811
2026-01-30 04:00:00,A车型,20,17,1,0.97,0.98,-1.6902
2026-01-30 05:00:00,C车型,10,9,3,0.97,0.98,-0.7813
2026-01-30 06:00:00,C车型,10,9,3,0.97,1.0,-0.6489
2026-01-30 07:00:00,A车型,20,18,2,0.97,1.0,-1.3243
2026-01-30 08:00:00,A车型,20,18,3,1.02,1.0,-2.5075
2026-01-30 09:00:00,A车型,20,19,2,1.02,1.015,-1.5524
2026-01-30 10:00:00,A车型,20,19,2,1.02,1.015,-2.0184
2026-01-30 11:00:00,C车型,10,7,1,1.02,1.015,-3.0906
2026-01-30 12:00:00,A车型,20,17,3,1.02,1.0,-3.4404
2026-01-30 13:00:00,B车型,15,12,3,1.02,1.0,-3.1149
2026-01-30 14:00:00,B车型,15,14,3,1.02,1.02,-1.9181
2026-01-30 15:00:00,C车型,10,9,3,1.02,1.02,-1.1508
2026-01-30 16:00:00,C车型,10,10,2,1.0,1.02,0.0776
2026-01-30 17:00:00,C车型,10,10,1,1.0,1.0,-0.1607
2026-01-30 18:00:00,B车型,15,15,3,1.0,1.0,0.2687
2026-01-30 19:00:00,B车型,15,14,2,1.0,1.0,-0.5914
2026-01-30 20:00:00,B车型,15,15,3,1.0,1.0,-0.0645
2026-01-30 21:00:00,B车型,15,16,2,1.0,1.0,0.5242
2026-01-30 22:00:00,B车型,15,16,2,1.0,1.0,0.9827
2026-01-30 23:00:00,B车型,15,16,3,1.0,1.0,0.511
2026-01-31 00:00:00,C车型,10,10,3,0.97,1.0,0.7694
2026-01-31 01:00:00,C车型,10,10,3,0.97,0.98,0.1836
2026-01-31 02:00:00,A车型,20,19,3,0.97,0.98,-0.0719
2026-01-31 03:00:00,A车型,20,20,1,0.97,0.98,0.5145
2026-01-31 04:00:00,A车型,20,19,2,0.97,0.98,0.1701
2026-01-31 05:00:00,A车型,20,19,3,0.97,0.98,-0.1152
2026-01-31 06:00:00,A车型,20,18,1,0.97,1.0,-1.0561
2026-01-31 07:00:00,B车型,15,14,2,0.97,1.0,-0.6972
